generated_at,model_id,model_name_zh,research_baseline_parameter_set_id,research_baseline_status,operation_module_candidate_id,entry_filter_id,entry_signal_rule,entry_rule_id,buy_point_rule,target_rule,target_lookback_days,stop_rule_id,stop_reference_id,stop_reference_name,stop_buffer_pct,stop_consecutive_days,stop_rule,exit_rule,win_definition,neutral_definition,failure_definition,same_day_rule,holding_window_days,selected_stock_days,selected_unique_stocks,advisory_status,approved_for_daily,promotion_readiness,promotion_blocker,mature_count,win_count,neutral_count,failure_count,same_day_unresolved_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,same_day_unresolved_rate_pct,avg_d20_close_return_pct,median_d20_close_return_pct,avg_realized_return_pct,avg_win_realized_return_pct,avg_failure_realized_return_pct,avg_neutral_realized_return_pct,avg_realized_or_d20_days,avg_days_to_win,avg_days_to_failure
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_ema23_stop4pct_3d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,ema23,current 23EMA,4.0,3,Failure stop when close stays at least 4% below the current 23EMA for 3 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,12462,2900,10852,0,47.54,11.06,41.4,0.0,1.23,-0.69,0.13,4.04,-5.31,3.68,11.1,5.65,14.98
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_ema23_stop4pct_4d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,ema23,current 23EMA,4.0,4,Failure stop when close stays at least 4% below the current 23EMA for 4 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,12557,3059,10598,0,47.9,11.67,40.43,0.0,1.23,-0.69,0.16,4.09,-5.53,3.69,11.58,5.71,16.1
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop1pct_2d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,1.0,2,Failure stop when close stays at least 1% below the lower of current 20MA and 23EMA for 2 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,10740,1161,14309,4,40.97,4.43,54.59,0.02,1.23,-0.69,-0.1,3.45,-3.09,3.87,6.41,4.47,6.75
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop1pct_3d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,1.0,3,Failure stop when close stays at least 1% below the lower of current 20MA and 23EMA for 3 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,11314,1597,13303,0,43.16,6.09,50.75,0.0,1.23,-0.69,-0.01,3.68,-3.6,3.76,7.64,4.83,8.54
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop1pct_4d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,1.0,4,Failure stop when close stays at least 1% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,11722,1942,12550,0,44.72,7.41,47.88,0.0,1.23,-0.69,0.03,3.84,-4.1,3.76,8.63,5.09,10.18
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop2pct_2d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,2.0,2,Failure stop when close stays at least 2% below the lower of current 20MA and 23EMA for 2 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,11514,1877,12823,0,43.92,7.16,48.92,0.0,1.23,-0.69,-0.06,3.65,-3.89,3.37,8.17,5.0,9.28
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop2pct_3d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,2.0,3,Failure stop when close stays at least 2% below the lower of current 20MA and 23EMA for 3 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,11948,2272,11994,0,45.58,8.67,45.75,0.0,1.23,-0.69,0.04,3.84,-4.4,3.51,9.28,5.27,11.23
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop2pct_4d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,2.0,4,Failure stop when close stays at least 2% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,12190,2541,11483,0,46.5,9.69,43.8,0.0,1.23,-0.69,0.07,3.96,-4.82,3.57,10.06,5.43,12.78
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop3pct_2d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,3.0,2,Failure stop when close stays at least 3% below the lower of current 20MA and 23EMA for 2 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,12039,2436,11739,0,45.93,9.29,44.78,0.0,1.23,-0.69,0.0,3.83,-4.62,3.35,9.61,5.36,11.82
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop3pct_3d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,3.0,3,Failure stop when close stays at least 3% below the lower of current 20MA and 23EMA for 3 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,12312,2745,11157,0,46.97,10.47,42.56,0.0,1.23,-0.69,0.12,3.99,-5.04,3.75,10.51,5.54,13.66
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop3pct_4d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,3.0,4,Failure stop when close stays at least 3% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,12448,2921,10845,0,47.49,11.14,41.37,0.0,1.23,-0.69,0.14,4.05,-5.34,3.76,11.1,5.63,14.99
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop4pct_2d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,2,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 2 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,12366,2801,11047,0,47.17,10.69,42.14,0.0,1.23,-0.69,0.11,3.98,-5.13,3.66,10.67,5.59,14.0
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop4pct_3d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,3,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 3 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,12497,3008,10709,0,47.67,11.47,40.85,0.0,1.23,-0.69,0.14,4.07,-5.44,3.72,11.32,5.67,15.49
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev30_high_breakout_lower_ma20_ema23_stop4pct_4d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 30-day high before stop through D+20.,30,sustained_close_below_reference_pct,lower_ma20_ema23,lower of current 20MA and 23EMA,4.0,4,Failure stop when close stays at least 4% below the lower of current 20MA and 23EMA for 4 consecutive trading days.,"If no previous 30-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26214,12573,3148,10493,0,47.96,12.01,40.03,0.0,1.23,-0.69,0.16,4.11,-5.65,3.73,11.77,5.72,16.54
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev60_high_breakout_monthline_stop1pct_2d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 60-day high before stop through D+20.,60,sustained_close_below_reference_pct,ma20,current 20MA/monthline,1.0,2,Failure stop when close stays at least 1% below the current 20MA/monthline for 2 consecutive trading days.,"If no previous 60-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26494,6708,2607,17179,0,25.32,9.84,64.84,0.0,1.25,-0.68,0.13,5.73,-3.0,6.36,8.21,5.59,7.44
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev60_high_breakout_monthline_stop1pct_3d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 60-day high before stop through D+20.,60,sustained_close_below_reference_pct,ma20,current 20MA/monthline,1.0,3,Failure stop when close stays at least 1% below the current 20MA/monthline for 3 consecutive trading days.,"If no previous 60-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26494,7071,3432,15991,0,26.69,12.95,60.36,0.0,1.25,-0.68,0.26,5.99,-3.51,6.05,9.65,5.92,9.08
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev60_high_breakout_monthline_stop1pct_4d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 60-day high before stop through D+20.,60,sustained_close_below_reference_pct,ma20,current 20MA/monthline,1.0,4,Failure stop when close stays at least 1% below the current 20MA/monthline for 4 consecutive trading days.,"If no previous 60-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26494,7343,4051,15100,0,27.72,15.29,56.99,0.0,1.25,-0.68,0.33,6.18,-4.0,5.83,10.83,6.18,10.63
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev60_high_breakout_monthline_stop2pct_2d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 60-day high before stop through D+20.,60,sustained_close_below_reference_pct,ma20,current 20MA/monthline,2.0,2,Failure stop when close stays at least 2% below the current 20MA/monthline for 2 consecutive trading days.,"If no previous 60-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26494,7183,3823,15488,0,27.11,14.43,58.46,0.0,1.25,-0.68,0.21,5.93,-3.75,5.52,10.23,6.07,9.74
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev60_high_breakout_monthline_stop2pct_3d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 60-day high before stop through D+20.,60,sustained_close_below_reference_pct,ma20,current 20MA/monthline,2.0,3,Failure stop when close stays at least 2% below the current 20MA/monthline for 3 consecutive trading days.,"If no previous 60-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26494,7471,4516,14507,0,28.2,17.05,54.76,0.0,1.25,-0.68,0.34,6.17,-4.25,5.46,11.52,6.35,11.54
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev60_high_breakout_monthline_stop2pct_4d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 60-day high before stop through D+20.,60,sustained_close_below_reference_pct,ma20,current 20MA/monthline,2.0,4,Failure stop when close stays at least 2% below the current 20MA/monthline for 4 consecutive trading days.,"If no previous 60-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26494,7617,4958,13919,0,28.75,18.71,52.54,0.0,1.25,-0.68,0.39,6.31,-4.66,5.45,12.44,6.5,13.01
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev60_high_breakout_monthline_stop3pct_2d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 60-day high before stop through D+20.,60,sustained_close_below_reference_pct,ma20,current 20MA/monthline,3.0,2,Failure stop when close stays at least 3% below the current 20MA/monthline for 2 consecutive trading days.,"If no previous 60-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26494,7499,4739,14256,0,28.3,17.89,53.81,0.0,1.25,-0.68,0.28,6.14,-4.46,5.26,11.89,6.41,12.08
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev60_high_breakout_monthline_stop3pct_3d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 60-day high before stop through D+20.,60,sustained_close_below_reference_pct,ma20,current 20MA/monthline,3.0,3,Failure stop when close stays at least 3% below the current 20MA/monthline for 3 consecutive trading days.,"If no previous 60-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26494,7684,5255,13555,0,29.0,19.83,51.16,0.0,1.25,-0.68,0.43,6.33,-4.85,5.45,12.93,6.58,13.78
2026-07-01 22:16:54 Asia/Taipei,price_pullback_23ema,股價回檔模型,production_current_proxy,production_proxy,next_open_prev60_high_breakout_monthline_stop3pct_4d_d20_close_exit,volume_red_k_vol1.2,bullish red K with volume_ratio_prev20 >= 1.2,signal_date_next_open,Buy next open only when the price_pullback_23ema signal and the entry filter both hold on signal date. Entry filter: bullish red K with volume_ratio_prev20 >= 1.2,Win if first intraday high breaks above signal-day previous 60-day high before stop through D+20.,60,sustained_close_below_reference_pct,ma20,current 20MA/monthline,3.0,4,Failure stop when close stays at least 3% below the current 20MA/monthline for 4 consecutive trading days.,"If no previous 60-day high breakout or sustained reference stop appears by D+20, exit at D+20 close.",target hit before stop,no target/stop by D+20 and D+20 close return >= 0%,"stop hit before target, or no target/stop by D+20 and D+20 close return < 0%","if target and stop are first seen on the same daily candle, classify as same_day_unresolved",20,30593,1960,not_production_ready_research_only,False,blocked_exact_daily_row_parity_and_operation_approval_required,requires exact daily candidate row parity plus explicit promotion/sync PR before production use,26494,7780,5552,13162,0,29.37,20.96,49.68,0.0,1.25,-0.68,0.46,6.4,-5.14,5.43,13.63,6.68,15.06
