股票代號,股票名稱,上市櫃產業,基本族群,主流/非主流,熱門族群1,熱門族群2,熱門族群3,熱門族群4,熱門族群5,備註
1784,訊聯,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
1785,光洋科,其他電子業,其他電子業,主流,,,,,,provisional_industry_mapping
1786,科妍,,普通股_待補官方產業,非主流,,,,,,
1788,杏昌,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
1789,神隆,,普通股_待補官方產業,非主流,,,,,,
1795,美時,,普通股_待補官方產業,非主流,,,,,,
1796,金穎生技,食品工業,食品工業,非主流,,,,,,provisional_industry_mapping
1799,易威,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
1802,台玻,,玻纖布,主流,玻纖布,PCB_CCL_ABF材料,,,,user_authorized_seed_20260530
1805,寶徠,,普通股_待補官方產業,非主流,,,,,,
1806,冠軍,,普通股_待補官方產業,非主流,,,,,,
1808,潤隆,,普通股_待補官方產業,非主流,,,,,,
1809,中釉,,普通股_待補官方產業,非主流,,,,,,
1810,和成,,普通股_待補官方產業,非主流,,,,,,
1813,寶利徠,生技醫療業,生技醫療業,非主流,,,,,,provisional_industry_mapping
1815,富喬,電子零組件業,電子零組件業,主流,玻纖布,PCB_CCL_ABF材料,,,,user_authorized_seed_20260530
1817,凱撒衛,,普通股_待補官方產業,非主流,,,,,,
1903,士紙,,普通股_待補官方產業,非主流,,,,,,
1904,正隆,,普通股_待補官方產業,非主流,,,,,,
1905,華紙,,普通股_待補官方產業,非主流,,,,,,
1906,寶隆,,普通股_待補官方產業,非主流,,,,,,
1907,永豐餘,,普通股_待補官方產業,非主流,,,,,,
1909,榮成,,普通股_待補官方產業,非主流,,,,,,
2002,中鋼,,普通股_待補官方產業,非主流,,,,,,
2006,東和鋼鐵,,普通股_待補官方產業,非主流,,,,,,
2007,燁興,,普通股_待補官方產業,非主流,,,,,,
2008,高興昌,,普通股_待補官方產業,非主流,,,,,,
2009,第一銅,,普通股_待補官方產業,非主流,,,,,,
2010,春源,,普通股_待補官方產業,非主流,,,,,,
2012,春雨,,普通股_待補官方產業,非主流,,,,,,
2013,中鋼構,,普通股_待補官方產業,非主流,,,,,,
2014,中鴻,,普通股_待補官方產業,非主流,,,,,,
2015,豐興,,普通股_待補官方產業,非主流,,,,,,
2017,官田鋼,,普通股_待補官方產業,非主流,,,,,,
2020,美亞,,普通股_待補官方產業,非主流,,,,,,
2022,聚亨,,普通股_待補官方產業,非主流,,,,,,
2023,燁輝,,普通股_待補官方產業,非主流,,,,,,
2024,志聯,,普通股_待補官方產業,非主流,,,,,,
2025,千興,,普通股_待補官方產業,非主流,,,,,,
2027,大成鋼,,普通股_待補官方產業,非主流,,,,,,
2028,威致,,普通股_待補官方產業,非主流,,,,,,
2029,盛餘,,普通股_待補官方產業,非主流,,,,,,
2030,彰源,,普通股_待補官方產業,非主流,,,,,,
2031,新光鋼,,普通股_待補官方產業,非主流,,,,,,
2032,新鋼,,普通股_待補官方產業,非主流,,,,,,
2033,佳大,,普通股_待補官方產業,非主流,,,,,,
2034,允強,,普通股_待補官方產業,非主流,,,,,,
2035,唐榮公司,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
2038,海光,,普通股_待補官方產業,非主流,,,,,,
2049,上銀,電機機械,電機機械,主流,機器人,自動化,,,,user_authorized_seed_20260530;user_confirmed_robotics_theme
2059,川湖,,普通股_待補官方產業,非主流,,,,,,
2061,風青,電器電纜,電器電纜,主流,,,,,,provisional_industry_mapping
2062,橋椿,,普通股_待補官方產業,非主流,,,,,,
2063,世鎧精密,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
2064,晉椿,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
2065,世豐,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
2066,世德,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
2067,嘉鋼,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
2069,運錩,,普通股_待補官方產業,非主流,,,,,,
2070,精湛,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
2072,世紀風電,,普通股_待補官方產業,非主流,,,,,,
2073,雄順,鋼鐵工業,鋼鐵工業,非主流,,,,,,provisional_industry_mapping
2101,南港,,普通股_待補官方產業,非主流,,,,,,
2102,泰豐,,普通股_待補官方產業,非主流,,,,,,
2103,台橡,,普通股_待補官方產業,非主流,,,,,,
2104,國際中橡,,普通股_待補官方產業,非主流,,,,,,
2105,正新,,普通股_待補官方產業,非主流,,,,,,
2106,建大,,普通股_待補官方產業,非主流,,,,,,
2107,厚生,,普通股_待補官方產業,非主流,,,,,,
2108,南帝,,普通股_待補官方產業,非主流,,,,,,
2109,華豐,,普通股_待補官方產業,非主流,,,,,,
2114,鑫永銓,,普通股_待補官方產業,非主流,,,,,,
2115,六暉-KY,,普通股_待補官方產業,非主流,,,,,,
2201,裕隆,,普通股_待補官方產業,非主流,,,,,,
2204,中華,,普通股_待補官方產業,非主流,,,,,,
2206,三陽工業,,普通股_待補官方產業,非主流,,,,,,
2207,和泰車,,普通股_待補官方產業,非主流,,,,,,
2208,台船,,普通股_待補官方產業,非主流,,,,,,
2211,長榮鋼,,普通股_待補官方產業,非主流,,,,,,
2221,大甲,其他業,其他業,非主流,,,,,,
2227,裕日車,,普通股_待補官方產業,非主流,,,,,,
2228,劍麟,,普通股_待補官方產業,非主流,,,,,,
2230,泰茂,居家生活,居家生活,非主流,,,,,,
2231,為升,,車用電子,主流,車用電子,,,,,user_authorized_seed_20260530
2233,宇隆,,機器人自動化,主流,機器人自動化,,,,,user_authorized_seed_20260530
2235,謚源,電機機械,電機機械,主流,,,,,,provisional_industry_mapping
2236,百達-KY,,普通股_待補官方產業,非主流,,,,,,
2239,英利-KY,,普通股_待補官方產業,非主流,,,,,,
2241,艾姆勒,,普通股_待補官方產業,非主流,,,,,,
2243,宏旭-KY,,普通股_待補官方產業,非主流,,,,,,
2247,汎德永業,,普通股_待補官方產業,非主流,,,,,,
2248,華勝-KY,,普通股_待補官方產業,非主流,,,,,,
2250,IKKA-KY,,普通股_待補官方產業,非主流,,,,,,
2254,巨鎧精密-創,,普通股_待補官方產業,非主流,,,,,,
2258,鴻華先進-創,,普通股_待補官方產業,非主流,,,,,,
2301,光寶科,,普通股_待補官方產業,非主流,,,,,,
2302,麗正,,普通股_待補官方產業,非主流,,,,,,
2303,聯電,,普通股_待補官方產業,非主流,,,,,,
2305,全友,,普通股_待補官方產業,非主流,,,,,,
2308,台達電,,電源_BBU,主流,電源_BBU,車用電子,,,,user_authorized_seed_20260530
2312,金寶,,普通股_待補官方產業,非主流,,,,,,
2313,華通,,PCB_CCL_ABF材料,主流,PCB_CCL_ABF材料,低軌衛星,軍工無人機,,,user_authorized_seed_20260530
2314,台揚,,低軌衛星,主流,低軌衛星,,,,,user_authorized_seed_20260530
2316,楠梓電,,普通股_待補官方產業,非主流,,,,,,
2317,鴻海,,AI伺服器,主流,AI伺服器,,,,,user_authorized_seed_20260530
2321,東訊,,普通股_待補官方產業,非主流,,,,,,
2323,中環,,普通股_待補官方產業,非主流,,,,,,
2324,仁寶,,普通股_待補官方產業,非主流,,,,,,
2327,國巨,,被動元件,主流,被動元件,,,,,user_authorized_seed_20260530
2328,廣宇,,普通股_待補官方產業,非主流,,,,,,
2329,華泰,,普通股_待補官方產業,非主流,,,,,,
2330,台積電,,普通股_待補官方產業,非主流,,,,,,
2331,精英,,普通股_待補官方產業,非主流,,,,,,
2332,友訊,,普通股_待補官方產業,非主流,,,,,,
2337,旺宏,,普通股_待補官方產業,非主流,,,,,,
2338,光罩,,普通股_待補官方產業,非主流,,,,,,
2340,台亞,,普通股_待補官方產業,非主流,,,,,,
2342,茂矽,,普通股_待補官方產業,非主流,,,,,,
2344,華邦電,半導體業,半導體業,主流,記憶體儲存,DRAM/Flash,,,,user_authorized_seed_20260530
2345,智邦,,CPO光通訊,主流,CPO光通訊,網通交換器,,,,user_authorized_seed_20260530
2347,聯強,,普通股_待補官方產業,非主流,,,,,,
2348,海悅,,普通股_待補官方產業,非主流,,,,,,
2349,錸德,,普通股_待補官方產業,非主流,,,,,,
2351,順德,,普通股_待補官方產業,非主流,,,,,,
2352,佳世達,,普通股_待補官方產業,非主流,,,,,,
2353,宏��,,普通股_待補官方產業,非主流,,,,,,
2354,鴻準,,散熱液冷,主流,散熱液冷,,,,,user_authorized_seed_20260530
2355,敬鵬,PCB,PCB,主流,PCB_CCL_ABF材料,PCB,,,,
2356,英業達,,AI伺服器,主流,AI伺服器,,,,,user_authorized_seed_20260530
2357,華碩,,普通股_待補官方產業,非主流,,,,,,
2359,所羅門,,機器人自動化,主流,機器人自動化,,,,,user_authorized_seed_20260530
2360,致茂,,普通股_待補官方產業,非主流,,,,,,
2362,藍天,,普通股_待補官方產業,非主流,,,,,,
2363,矽統,,普通股_待補官方產業,非主流,,,,,,
2364,倫飛,,普通股_待補官方產業,非主流,,,,,,
2365,昆盈,,普通股_待補官方產業,非主流,,,,,,
2367,燿華,,PCB_CCL_ABF材料,主流,PCB_CCL_ABF材料,低軌衛星,,,,user_authorized_seed_20260530
2368,金像電,,PCB_CCL_ABF材料,主流,PCB_CCL_ABF材料,網通交換器,車用電子,,,user_authorized_seed_20260530
2369,菱生,,普通股_待補官方產業,非主流,,,,,,
2371,大同,,普通股_待補官方產業,非主流,,,,,,
2373,震旦行,,普通股_待補官方產業,非主流,,,,,,
2374,佳能,光電業,光電業,主流,機器人,機器視覺,,,,user_confirmed_robotics_theme
2375,凱美,電子零組件業,電子零組件業,主流,被動元件,電容,,,,user_authorized_seed_20260530
2376,技嘉,,普通股_待補官方產業,非主流,,,,,,
2377,微星,,普通股_待補官方產業,非主流,,,,,,
2379,瑞昱,,普通股_待補官方產業,非主流,,,,,,
2380,虹光,,普通股_待補官方產業,非主流,,,,,,
2382,廣達,,AI伺服器,主流,AI伺服器,,,,,user_authorized_seed_20260530
2383,台光電,,PCB_CCL_ABF材料,主流,PCB_CCL_ABF材料,網通交換器,,,,user_authorized_seed_20260530
2385,群光,,普通股_待補官方產業,非主流,,,,,,
2387,精元,,普通股_待補官方產業,非主流,,,,,,
2388,威盛,,普通股_待補官方產業,非主流,,,,,,
2390,云辰,,普通股_待補官方產業,非主流,,,,,,
2392,正崴,,普通股_待補官方產業,非主流,,,,,,
2393,億光,,普通股_待補官方產業,非主流,,,,,,
2395,研華,,普通股_待補官方產業,非主流,,,,,,
2397,友通,,普通股_待補官方產業,非主流,,,,,,
2399,映泰,,普通股_待補官方產業,非主流,,,,,,
2401,凌陽,,普通股_待補官方產業,非主流,,,,,,
2402,毅嘉,,普通股_待補官方產業,非主流,,,,,,
2404,漢唐,,半導體設備_CoWoS,主流,半導體設備_CoWoS,,,,,user_authorized_seed_20260530
2405,輔信,,普通股_待補官方產業,非主流,,,,,,
2406,國碩,,普通股_待補官方產業,非主流,,,,,,
2408,南亞科,,記憶體儲存,主流,記憶體儲存,,,,,user_authorized_seed_20260530
2409,友達,,普通股_待補官方產業,非主流,,,,,,
2412,中華電,,普通股_待補官方產業,非主流,,,,,,
2413,環科,,普通股_待補官方產業,非主流,,,,,,
2414,精技,,普通股_待補官方產業,非主流,,,,,,
2415,錩新,,普通股_待補官方產業,非主流,,,,,,
2417,圓剛,,機器人自動化,主流,機器人自動化,軍工無人機,,,,user_authorized_seed_20260530
2419,仲琦,,普通股_待補官方產業,非主流,,,,,,
2420,新巨,,普通股_待補官方產業,非主流,,,,,,
2421,建準,,散熱液冷,主流,散熱液冷,,,,,user_authorized_seed_20260530
2423,固緯,,普通股_待補官方產業,非主流,,,,,,
2424,隴華,,普通股_待補官方產業,非主流,,,,,,
2425,承啟,,普通股_待補官方產業,非主流,,,,,,
2426,鼎元,,普通股_待補官方產業,非主流,,,,,,
2427,三商電,,普通股_待補官方產業,非主流,,,,,,
2428,興勤,,被動元件,主流,被動元件,,,,,user_authorized_seed_20260530
2429,銘旺科,,普通股_待補官方產業,非主流,,,,,,
2430,燦坤,,普通股_待補官方產業,非主流,,,,,,
2431,聯昌,,普通股_待補官方產業,非主流,,,,,,
2432,倚天酷��-創,,普通股_待補官方產業,非主流,,,,,,
2433,互盛電,,普通股_待補官方產業,非主流,,,,,,
2434,統懋,,普通股_待補官方產業,非主流,,,,,,
2436,偉詮電,,普通股_待補官方產業,非主流,,,,,,
2438,翔耀,,普通股_待補官方產業,非主流,,,,,,
2439,美律,,普通股_待補官方產業,非主流,,,,,,
2440,太空梭,,普通股_待補官方產業,非主流,,,,,,
2441,超豐,,普通股_待補官方產業,非主流,,,,,,
2442,新美齊,,普通股_待補官方產業,非主流,,,,,,
2444,兆勁,,普通股_待補官方產業,非主流,,,,,,
2449,京元電子,,普通股_待補官方產業,非主流,,,,,,
2450,神腦,,普通股_待補官方產業,非主流,,,,,,
2451,創見,,記憶體儲存,主流,記憶體儲存,,,,,user_authorized_seed_20260530
2453,凌群,,普通股_待補官方產業,非主流,,,,,,
2454,聯發科,,普通股_待補官方產業,非主流,,,,,,
2455,全新,,低軌衛星,主流,低軌衛星,CPO光通訊,,,,user_authorized_seed_20260530
2456,奇力新,,被動元件,主流,被動元件,,,,,user_authorized_seed_20260530
2457,飛宏,,普通股_待補官方產業,非主流,,,,,,
2458,義隆,,普通股_待補官方產業,非主流,,,,,,
2459,敦吉,,普通股_待補官方產業,非主流,,,,,,
2460,建通,,普通股_待補官方產業,非主流,,,,,,
2461,光群雷,,普通股_待補官方產業,非主流,,,,,,
2462,良得電,,普通股_待補官方產業,非主流,,,,,,
2464,盟立,,機器人自動化,主流,機器人自動化,,,,,user_authorized_seed_20260530
2465,麗臺,,普通股_待補官方產業,非主流,,,,,,
2466,冠西電,,普通股_待補官方產業,非主流,,,,,,
2467,志聖,,半導體設備_CoWoS,主流,半導體設備_CoWoS,,,,,user_authorized_seed_20260530
2468,華經,,普通股_待補官方產業,非主流,,,,,,
2471,資通,,普通股_待補官方產業,非主流,,,,,,
2472,立隆電,,被動元件,主流,被動元件,,,,,user_authorized_seed_20260530
2474,可成,,普通股_待補官方產業,非主流,,,,,,
2476,鉅祥,,普通股_待補官方產業,非主流,,,,,,
2477,美隆電,,普通股_待補官方產業,非主流,,,,,,
2478,大毅,,被動元件,主流,被動元件,,,,,user_authorized_seed_20260530
2480,敦陽科,,普通股_待補官方產業,非主流,,,,,,
2481,強茂,半導體業,半導體業,主流,功率元件/二極體,二極體,,,,provisional_industry_mapping
2482,連宇,,普通股_待補官方產業,非主流,,,,,,
2483,百容,,普通股_待補官方產業,非主流,,,,,,
2484,希華,,被動元件,主流,被動元件,,,,,user_authorized_seed_20260530
2485,兆赫,,普通股_待補官方產業,非主流,,,,,,
2486,一詮,,普通股_待補官方產業,非主流,,,,,,
2488,漢平,,普通股_待補官方產業,非主流,,,,,,
2489,瑞軒,,普通股_待補官方產業,非主流,,,,,,
2491,吉祥全,,普通股_待補官方產業,非主流,,,,,,
2492,華新科,電子零組件業,電子零組件業,主流,被動元件,MLCC,,,,user_authorized_seed_20260530
2493,揚博,,普通股_待補官方產業,非主流,,,,,,
2495,普安,,普通股_待補官方產業,非主流,,,,,,
2496,卓越,,普通股_待補官方產業,非主流,,,,,,
2497,怡利電,,普通股_待補官方產業,非主流,,,,,,
2498,宏達電,,普通股_待補官方產業,非主流,,,,,,
2501,國建,,普通股_待補官方產業,非主流,,,,,,
2504,國產,,普通股_待補官方產業,非主流,,,,,,
2505,國揚,,普通股_待補官方產業,非主流,,,,,,
2506,太設,,普通股_待補官方產業,非主流,,,,,,
2509,全坤建,,普通股_待補官方產業,非主流,,,,,,
2511,太子,,普通股_待補官方產業,非主流,,,,,,
2514,龍邦,,普通股_待補官方產業,非主流,,,,,,
2515,中工,,普通股_待補官方產業,非主流,,,,,,
2516,新建,,普通股_待補官方產業,非主流,,,,,,
2520,冠德,,普通股_待補官方產業,非主流,,,,,,
2524,京城,,普通股_待補官方產業,非主流,,,,,,
2527,宏璟,,普通股_待補官方產業,非主流,,,,,,
2528,皇普,,普通股_待補官方產業,非主流,,,,,,
2530,華建,,普通股_待補官方產業,非主流,,,,,,
2534,宏盛,,普通股_待補官方產業,非主流,,,,,,
2535,達欣工,,普通股_待補官方產業,非主流,,,,,,
2536,宏普,,普通股_待補官方產業,非主流,,,,,,
2537,聯上發,,普通股_待補官方產業,非主流,,,,,,
2538,基泰,,普通股_待補官方產業,非主流,,,,,,
2539,櫻花建,,普通股_待補官方產業,非主流,,,,,,
2540,愛山林,,普通股_待補官方產業,非主流,,,,,,
2542,興富發,,普通股_待補官方產業,非主流,,,,,,
2543,皇昌,,普通股_待補官方產業,非主流,,,,,,
2545,皇翔,,普通股_待補官方產業,非主流,,,,,,
2546,根基,,普通股_待補官方產業,非主流,,,,,,
2547,日勝生,,普通股_待補官方產業,非主流,,,,,,
2548,華固,,普通股_待補官方產業,非主流,,,,,,
2596,綠意,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
2597,潤弘,,普通股_待補官方產業,非主流,,,,,,
2601,益航,,普通股_待補官方產業,非主流,,,,,,
2603,長榮,,普通股_待補官方產業,非主流,,,,,,
2605,新興,,普通股_待補官方產業,非主流,,,,,,
2606,裕民,,普通股_待補官方產業,非主流,,,,,,
2607,榮運,,普通股_待補官方產業,非主流,,,,,,
2608,嘉里大榮,,普通股_待補官方產業,非主流,,,,,,
2609,陽明,,普通股_待補官方產業,非主流,,,,,,
2610,華航,,普通股_待補官方產業,非主流,,,,,,
2611,志信,,普通股_待補官方產業,非主流,,,,,,
2612,中航,,普通股_待補官方產業,非主流,,,,,,
2613,中櫃,,普通股_待補官方產業,非主流,,,,,,
2614,東森,,普通股_待補官方產業,非主流,,,,,,
2615,萬海,,普通股_待補官方產業,非主流,,,,,,
2616,山隆,,普通股_待補官方產業,非主流,,,,,,
2617,台航,,普通股_待補官方產業,非主流,,,,,,
2618,長榮航,,普通股_待補官方產業,非主流,,,,,,
2630,亞航,,普通股_待補官方產業,非主流,,,,,,
2633,台灣高鐵,,普通股_待補官方產業,非主流,,,,,,
2634,漢翔,,軍工無人機,主流,軍工無人機,,,,,user_authorized_seed_20260530
2636,台驊控股,,普通股_待補官方產業,非主流,,,,,,
2637,慧洋-KY,,普通股_待補官方產業,非主流,,,,,,
2640,大車隊,數位雲端,數位雲端,主流,,,,,,provisional_industry_mapping
2641,正德,航運業,航運業,非主流,,,,,,provisional_industry_mapping
2642,宅配通,,普通股_待補官方產業,非主流,,,,,,
2643,捷迅,航運業,航運業,非主流,,,,,,provisional_industry_mapping
2645,長榮航太,,普通股_待補官方產業,非主流,,,,,,
2646,星宇航空,,普通股_待補官方產業,非主流,,,,,,
2701,萬企,,普通股_待補官方產業,非主流,,,,,,
2702,華園,,普通股_待補官方產業,非主流,,,,,,
2704,國賓,,普通股_待補官方產業,非主流,,,,,,
2705,六福,,普通股_待補官方產業,非主流,,,,,,
2706,第一店,,普通股_待補官方產業,非主流,,,,,,
2707,晶華,,普通股_待補官方產業,非主流,,,,,,
2712,遠雄來,,普通股_待補官方產業,非主流,,,,,,
2718,全心投控,建材營造,建材營造,非主流,,,,,,provisional_industry_mapping
2719,燦星旅,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2722,夏都,,普通股_待補官方產業,非主流,,,,,,
2723,美食-KY,,普通股_待補官方產業,非主流,,,,,,
2724,藝舍-KY,其他業,其他業,非主流,,,,,,
2726,雅茗-KY,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2727,王品,,普通股_待補官方產業,非主流,,,,,,
2729,瓦城,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2731,雄獅,,普通股_待補官方產業,非主流,,,,,,
2732,六角,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2734,易飛網,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2736,富野,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2739,寒舍,,普通股_待補官方產業,非主流,,,,,,
2740,華軒,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2743,山富,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2745,五福,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2748,雲品,,普通股_待補官方產業,非主流,,,,,,
2751,王座,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2752,豆府,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2753,八方雲集,,普通股_待補官方產業,非主流,,,,,,
2754,亞洲藏壽司,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2755,揚秦,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2756,聯發國際,觀光餐旅,觀光餐旅,非主流,,,,,,provisional_industry_mapping
2762,世界健身-KY,,普通股_待補官方產業,非主流,,,,,,
2801,彰銀,,普通股_待補官方產業,非主流,,,,,,
2809,京城銀,金融保險業,金融保險業,非主流,,,,,,
2812,台中銀,,普通股_待補官方產業,非主流,,,,,,
2816,旺旺保,,普通股_待補官方產業,非主流,,,,,,
2820,華票,,普通股_待補官方產業,非主流,,,,,,
2832,台產,,普通股_待補官方產業,非主流,,,,,,
2834,臺企銀,,普通股_待補官方產業,非主流,,,,,,
2836,高雄銀,,普通股_待補官方產業,非主流,,,,,,
2838,聯邦銀,,普通股_待補官方產業,非主流,,,,,,
2845,遠東銀,,普通股_待補官方產業,非主流,,,,,,
2849,安泰銀,,普通股_待補官方產業,非主流,,,,,,
2850,新產,,普通股_待補官方產業,非主流,,,,,,
2851,中再保,,普通股_待補官方產業,非主流,,,,,,
2852,第一保,,普通股_待補官方產業,非主流,,,,,,
2855,統一證,,普通股_待補官方產業,非主流,,,,,,
2867,三商壽,,普通股_待補官方產業,非主流,,,,,,
2880,華南金,,普通股_待補官方產業,非主流,,,,,,
2881,富邦金,,普通股_待補官方產業,非主流,,,,,,
2882,國泰金,,普通股_待補官方產業,非主流,,,,,,
2883,凱基金,,普通股_待補官方產業,非主流,,,,,,
2884,玉山金,,普通股_待補官方產業,非主流,,,,,,
2885,元大金,,普通股_待補官方產業,非主流,,,,,,
2886,兆豐金,,普通股_待補官方產業,非主流,,,,,,
2887,台新新光金,,普通股_待補官方產業,非主流,,,,,,
2888,新光金,金融保險業,金融保險業,非主流,,,,,,
2889,國票金,,普通股_待補官方產業,非主流,,,,,,
2890,永豐金,,普通股_待補官方產業,非主流,,,,,,
2891,中信金,,普通股_待補官方產業,非主流,,,,,,
2892,第一金,,普通股_待補官方產業,非主流,,,,,,
2897,王道銀行,,普通股_待補官方產業,非主流,,,,,,
2901,欣欣,,普通股_待補官方產業,非主流,,,,,,
2903,遠百,,普通股_待補官方產業,非主流,,,,,,
2904,匯僑,,普通股_待補官方產業,非主流,,,,,,
2905,三商,,普通股_待補官方產業,非主流,,,,,,
2906,高林,,普通股_待補官方產業,非主流,,,,,,
2908,特力,,普通股_待補官方產業,非主流,,,,,,
2910,統領,,普通股_待補官方產業,非主流,,,,,,
2911,麗嬰房,,普通股_待補官方產業,非主流,,,,,,
2912,統一超,,普通股_待補官方產業,非主流,,,,,,
2913,農林,,普通股_待補官方產業,非主流,,,,,,
2915,潤泰全,,普通股_待補官方產業,非主流,,,,,,
2916,滿心,居家生活,居家生活,非主流,,,,,,
2923,鼎固-KY,,普通股_待補官方產業,非主流,,,,,,
2924,宏太-KY,居家生活,居家生活,非主流,,,,,,
2926,誠品生活,文化創意業,文化創意業,非主流,,,,,,
2929,淘帝-KY,,普通股_待補官方產業,非主流,,,,,,
2937,集雅社,居家生活,居家生活,非主流,,,,,,
2939,永邑-KY,,普通股_待補官方產業,非主流,,,,,,
2941,米斯特,居家生活,居家生活,非主流,,,,,,
2945,三商家購,權證/衍生商品,權證/衍生商品,非主流,,,,,,
2947,振宇五金,居家生活,居家生活,非主流,,,,,,
2948,寶陞,居家生活,居家生活,非主流,,,,,,
2949,欣新網,數位雲端,數位雲端,主流,,,,,,provisional_industry_mapping
3002,歐格,,普通股_待補官方產業,非主流,,,,,,
3003,健和興,,普通股_待補官方產業,非主流,,,,,,
3004,豐達科,,普通股_待補官方產業,非主流,,,,,,
3005,神基,,普通股_待補官方產業,非主流,,,,,,
3006,晶豪科,半導體業,半導體業,主流,記憶體儲存,DRAM IC,,,,user_authorized_seed_20260530
3008,大立光,,車用電子,主流,車用電子,,,,,user_authorized_seed_20260530
3010,華立,,普通股_待補官方產業,非主流,,,,,,
3011,今皓,,普通股_待補官方產業,非主流,,,,,,
3013,晟銘電,,普通股_待補官方產業,非主流,,,,,,
3014,聯陽,,普通股_待補官方產業,非主流,,,,,,
3015,全漢,,電源_BBU,主流,電源_BBU,,,,,user_authorized_seed_20260530
3016,嘉晶,,普通股_待補官方產業,非主流,,,,,,
3017,奇鋐,,散熱液冷,主流,散熱液冷,,,,,user_authorized_seed_20260530
3018,隆銘綠能,,普通股_待補官方產業,非主流,,,,,,
3019,亞光,,車用電子,主流,車用電子,,,,,user_authorized_seed_20260530
3021,鴻名,,普通股_待補官方產業,非主流,,,,,,
3022,威強電,,普通股_待補官方產業,非主流,,,,,,
3023,信邦,,電源_BBU,主流,電源_BBU,,,,,user_authorized_seed_20260530
3024,憶聲,,普通股_待補官方產業,非主流,,,,,,
3025,星通,,普通股_待補官方產業,非主流,,,,,,
3026,禾伸堂,,被動元件,主流,被動元件,,,,,user_authorized_seed_20260530
3027,盛達,,普通股_待補官方產業,非主流,,,,,,
3028,增你強,,普通股_待補官方產業,非主流,,,,,,
3029,零壹,,普通股_待補官方產業,非主流,,,,,,
3030,德律,,普通股_待補官方產業,非主流,,,,,,
3031,佰鴻,,普通股_待補官方產業,非主流,,,,,,
3032,偉訓,,普通股_待補官方產業,非主流,,,,,,
3033,威健,電子通路業,電子通路業,非主流,半導體業,IC通路,,,,
3034,聯詠,,普通股_待補官方產業,非主流,,,,,,
3035,智原,,普通股_待補官方產業,非主流,,,,,,
3036,文曄,,普通股_待補官方產業,非主流,,,,,,
3037,欣興,,PCB_CCL_ABF材料,主流,PCB_CCL_ABF材料,車用電子,,,,user_authorized_seed_20260530
3038,全台,,普通股_待補官方產業,非主流,,,,,,
3040,遠見,,普通股_待補官方產業,非主流,,,,,,
3041,揚智,,普通股_待補官方產業,非主流,,,,,,
3042,晶技,,被動元件,主流,被動元件,,,,,user_authorized_seed_20260530
3043,科風,,普通股_待補官方產業,非主流,,,,,,
3044,健鼎,,PCB_CCL_ABF材料,主流,PCB_CCL_ABF材料,車用電子,,,,user_authorized_seed_20260530
3045,台灣大,,普通股_待補官方產業,非主流,,,,,,
3046,建��,,普通股_待補官方產業,非主流,,,,,,
3047,訊舟,,普通股_待補官方產業,非主流,,,,,,
3048,益登,電子通路業,電子通路業,非主流,半導體業,IC通路,,,,
3049,精金,,普通股_待補官方產業,非主流,,,,,,
3050,鈺德,,普通股_待補官方產業,非主流,,,,,,
3051,力特,,普通股_待補官方產業,非主流,,,,,,
3052,夆典,,普通股_待補官方產業,非主流,,,,,,
3054,立萬利,,普通股_待補官方產業,非主流,,,,,,
3055,蔚華科,,普通股_待補官方產業,非主流,,,,,,
3056,富華新,,普通股_待補官方產業,非主流,,,,,,
3057,喬鼎,,普通股_待補官方產業,非主流,,,,,,
3058,立德,,普通股_待補官方產業,非主流,,,,,,
3059,華晶科,,普通股_待補官方產業,非主流,,,,,,
3060,銘異,,普通股_待補官方產業,非主流,,,,,,
3062,建漢,,普通股_待補官方產業,非主流,,,,,,
3064,泰偉,文化創意業,文化創意業,非主流,,,,,,
3066,李洲,光電業,光電業,主流,,,,,,provisional_industry_mapping
