出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
1150911,11508,3551,世禾,綠能環保,299675,299604,245689,0.02369794795797119,21.973307718294265,2271602,1885199,20.496669051914413,-
1150911,11508,3552,同致,其他電子業,640832,636561,654878,0.6709490528009099,-2.1448269754061062,5168602,5339971,-3.2091747314732606,-
1150911,11508,3555,博士旺,半導體業,46831,78823,32044,-40.587138271824216,46.14592435401323,577030,129177,346.69716745241027,本月因銷售電子產品，致本月及累計營收較去年同期增加。
1150911,11508,3556,禾瑞亞,半導體業,91617,116697,67233,-21.49155505282912,36.26790415420999,836595,640200,30.67713214620431,-
1150911,11508,3558,神準,通信網路業,1599436,1292316,1169144,23.76508531968961,36.80402071943234,9519346,10383716,-8.324283907610724,-
1150911,11508,3564,其陽,通信網路業,269866,296008,182560,-8.831518067079267,47.823181419807185,1934035,1532788,26.177592726456627,-
1150911,11508,3567,逸昌,半導體業,27508,25501,25603,7.870279596878554,7.440534312385267,186355,178860,4.190428267919043,-
1150911,11508,3570,大塚,資訊服務業,289969,233330,167218,24.274203917198818,73.407767106412,1955528,1703361,14.804084395498077,因8月客戶訂單增加所致
1150911,11508,3577,泓格,電腦及週邊設備業,122206,140503,91164,-13.022497740261773,34.0507217761397,1101881,791174,39.27163936125302,-
1150911,11508,3580,友威科,其他電子業,46361,29720,36545,55.99259757738896,26.860035572581747,265591,282548,-6.001458159321602,-
1150911,11508,3581,博磊,半導體業,111622,179420,154468,-37.78731468063761,-27.737783877566876,1135947,913259,24.383882337869103,-
1150911,11508,3587,閎康,其他電子業,565259,563117,479926,0.38038276237442664,17.780449485962418,4196418,3566711,17.655116997143868,-
1150911,11508,3594,磐儀,電腦及週邊設備業,263008,256954,174742,2.356063731251508,50.512183676505934,1749609,1215422,43.95074303410667,"客戶需求增加,故出貨量較去年同期成長"
1150911,11508,3597,映興,電子零組件業,104822,97879,79190,7.093452119453611,32.36772319737341,654078,546489,19.687313010874878,-
1150911,11508,3609,三一東林,電子零組件業,16490,28697,16505,-42.53754747883054,-0.09088155104513784,225562,329874,-31.62177073670553,-
1150911,11508,3611,鼎翰,電腦及週邊設備業,1084543,1045799,856285,3.7047271990124298,26.656778992975468,8039752,7636196,5.284777918220014,-
1150911,11508,3615,安可,光電業,43061,60179,80715,-28.445138669635586,-46.65056061450784,476058,681115,-30.106076066449866,-
1150911,11508,3623,富晶通,光電業,40996,19405,20888,111.26513785106931,96.26579854461892,193470,201332,-3.9049927482963462,主係本公司自115年8月起新增納入子公司(翊光電子股份有限公司）之合併財務報表，致營收規模成長所致
1150911,11508,3624,光頡,電子零組件業,367119,351605,221475,4.412337708508127,65.7609210971893,2341623,1791551,30.703675195403314,主係市場需求增加
1150911,11508,3625,西勝,電腦及週邊設備業,50505,35920,36174,40.604120267260576,39.61685188256759,308083,283051,8.843635952531523,-
1150911,11508,3628,盈正,其他電子業,298667,375871,274912,-20.540025700306753,8.640946921196601,2423780,2085699,16.209481809215998,-
1150911,11508,3629,地心引力,文化創意業,1443,5525,300,-73.88235294117646,381.0,28143,886,3076.410835214447,主係客戶行銷及活動專案增加致營收成長。
1150911,11508,3630,新鉅科,光電業,172335,170881,193188,0.8508845336813338,-10.794148704888503,1591138,1500857,6.015296593879364,-
1150911,11508,3631,晟楠,電子零組件業,5543,5065,1062,9.437314906219152,421.939736346516,28539,21097,35.275157605346735,本月收入較去年同期營收增多肇因於錫价上漲50%多
1150911,11508,3632,研勤,通信網路業,20962,26928,20628,-22.155377302436126,1.619158425441148,190635,162431,17.36368057821475,-
1150911,11508,3646,艾恩特,電子零組件業,84335,78979,55923,6.78154952582332,50.80557194714161,546674,455395,20.043917917412358,8月營收成長率50.81%，主因為部分產品漲價生效、車用與工業用訂單增加，貢獻營收。
1150911,11508,3663,鑫科,其他電子業,497170,516713,483181,-3.782176953163555,2.895188345568224,5109360,3715275,37.52306356864566,本月貴金屬銷售金額佔合併營收比率為56%。
1150911,11508,3664,安瑞-KY,通信網路業,42844,31256,11603,37.07448169951369,269.24933206929245,198681,278105,-28.55899750094389,本月營收較去年同期增加主係美國及印度地區的營收增加所致。
1150911,11508,3666,光耀,光電業,39940,29473,33008,35.513860143181894,21.000969461948618,319334,329780,-3.1675662562920737,-
1150911,11508,3672,康聯訊,通信網路業,9556,19368,9496,-50.660883932259395,0.6318449873631002,137352,143776,-4.468061428889383,-
1150911,11508,3675,德微,半導體業,300057,291073,228170,3.0865109439899956,31.505894727615374,2076632,1720901,20.671206536575898,-
1150911,11508,3680,家登,半導體業,839771,870996,560069,-3.5849762800288407,49.94063231494691,5890827,4485809,31.321395984537013,-
1150911,11508,3684,榮昌,通信網路業,108712,105671,107020,2.8777999640393297,1.5810128947860214,800439,759655,5.368752920733754,-
1150911,11508,3685,元創精密,電機機械,74395,88462,83404,-15.901743121340237,-10.80164020910268,886254,697594,27.044383982660403,-
1150911,11508,3687,歐買尬,數位雲端,166403,167898,142050,-0.8904215654742761,17.14396339317142,1321625,1156569,14.271176211708942,-
1150911,11508,3689,湧德,電子零組件業,780917,842762,481849,-7.3383707381206085,62.06674705146218,5768612,4024589,43.33418890723997,本年度營收新增浙江榆陽電子股份有限公 司營收
1150911,11508,3691,碩禾,光電業,841543,918839,478589,-8.412355156888204,75.83834981581273,6912091,3144927,119.78541950258305,主要係因太陽能導電漿產品銷量增加所致。
1150911,11508,3693,營邦,電腦及週邊設備業,1266730,1224872,467403,3.417336668647826,171.01452065990162,6588093,5259021,25.272232227252942,營收成長
1150911,11508,3707,漢磊,半導體業,659489,647766,509097,1.8097584621607186,29.540932278131674,4637083,3667609,26.433406614500072,-
1150911,11508,3709,鑫聯大投控,電腦及週邊設備業,4882358,6513387,2773158,-25.041180571644215,76.05769307049941,38808319,26809261,44.75713821429095,DRAM持續熱銷，並有大型專案出貨。
1150911,11508,3710,連展投控,電子零組件業,697471,745256,558669,-6.411890679176015,24.845122961896937,5278821,4612332,14.450152330751559,-
1150911,11508,3713,新晶投控,綠能環保,80692,62589,28333,28.92361277540782,184.79864468993753,381324,192746,97.83756861361584,綠電轉售電平台於去年底開始售電，使本期較去年同期增加
1150911,11508,3718,中光電投控,光電業,3428522,0,0,,,3428522,0,,中光電投控(公司代號 3718)於8月起 100%認列中強光電(原公司代號 5371)的營收
1150911,11508,4102,永日,生技醫療業,35325,41704,32868,-15.295894878189143,7.475355969331873,353059,324808,8.697753749907637,-
1150911,11508,4105,東洋,生技醫療業,525921,537048,457878,-2.0718818429637573,14.860508694455728,4235119,3911376,8.276959310483063,-
1150911,11508,4107,邦特,生技醫療業,192806,192877,164291,-0.036811024642647905,17.356398098495962,1520319,1391167,9.283716476885953,-
1150911,11508,4109,加捷生醫,生技醫療業,44069,48736,38679,-9.576083388049902,13.935210320845938,360858,315335,14.436393042320072,-
1150911,11508,4111,濟生,生技醫療業,118174,118833,110575,-0.5545597603359336,6.872258647976486,968874,918235,5.51481919116566,-
1150911,11508,4113,聯上,建材營造,689457,581140,29310,18.638710121485357,2252.2927328556807,1458623,572625,154.7256930801135,不動產於過戶時點認列營收，故波動較大。
1150911,11508,4114,健喬,生技醫療業,754260,791740,503239,-4.7338772829464215,49.881070425781786,5095870,4060586,25.495925957484953,-
1150911,11508,4116,明基醫,生技醫療業,417672,431417,414072,-3.186012604973842,0.869414014953921,3602899,3438960,4.767109823900249,-
1150911,11508,4120,友華,生技醫療業,358940,395754,370245,-9.302243312765,-3.0533835703385597,3095779,3001931,3.126254400917276,-
1150911,11508,4121,優盛,生技醫療業,332235,324503,319361,2.3827206528136875,4.031174752083066,2541796,2547686,-0.23119018591773083,-
1150911,11508,4123,晟德,生技醫療業,150960,156530,93459,-3.5584233054366576,61.52537476326518,1205529,986504,22.202140082554152,主係受子公司豐華客戶訂單需求增加，進而推升本月營收。
1150911,11508,4126,太醫,生技醫療業,223090,224734,222257,-0.7315314994615857,0.3747913451544833,1632454,1616152,1.0086922517188976,-
1150911,11508,4127,天良,生技醫療業,54765,58916,38886,-7.045624278633987,40.834747724116646,496683,330518,50.27411517678311,本年度整體營收較去年同期增加，主要係本年度電視媒體銷售增長。
1150911,11508,4128,中天,生技醫療業,154495,152047,156517,1.6100284780363967,-1.291872448360242,1287460,1222586,5.306293381406298,-
1150911,11508,4129,聯合,生技醫療業,486818,567506,452851,-14.21799945727446,7.500701113611321,4113829,3630569,13.310861190077919,-
1150911,11508,4131,浩泰,生技醫療業,15960,16775,14415,-4.858420268256334,10.718002081165453,188905,162196,16.467113862240744,-
1150911,11508,4138,曜亞,生技醫療業,112251,117429,113724,-4.40947295812789,-1.295241110055925,916853,895709,2.3605880927845986,-
1150911,11508,4139,馬光-KY,生技醫療業,93031,90501,90254,2.795549220450603,3.076871939193831,715163,713440,0.2415059430365553,公告合併數為公司自結數
1150911,11508,4147,中裕,生技醫療業,60472,63691,50599,-5.0540892747797965,19.512243324966896,446079,402209,10.90726463107489,每月營收受行銷夥伴每月進貨數量及CDMO生產時程影響而會有波動，但公司仍持續朝整年銷售目標前進
1150911,11508,4153,鈺緯,生技醫療業,79634,83052,71222,-4.115493907431489,11.81095728847828,630648,577117,9.275588832073913,-
1150911,11508,4154,樂威科-KY,其他,4870,5455,2244,-10.724106324472961,117.02317290552584,23123,13834,67.14616163076478,115年7月起增加服飾配件買賣業務、泰國房屋租賃維持滿租，故營收增加。
1150911,11508,4157,太景*-KY,生技醫療業,7053,2956,2591,138.59945872801083,172.2115013508298,28575,27251,4.858537301383436,本月營收較去年同期增加，主要係因認列布利沙福之權利金收入所致
1150911,11508,4160,訊聯基因,生技醫療業,51904,58876,46533,-11.84183708132346,11.542346291878882,410538,388686,5.622018801809173,-
1150911,11508,4161,聿新科,生技醫療業,50852,95489,66586,-46.745698457413944,-23.62959180608536,608228,520378,16.881958883734516,-
1150911,11508,4162,智擎,生技醫療業,20649,23335,22199,-11.510606385258196,-6.982296499842335,541795,428725,26.37354947810368,-
1150911,11508,4163,鐿鈦,生技醫療業,248930,290155,210287,-14.20792335131223,18.376314275252394,1843472,1625084,13.438566867928058,-
1150911,11508,4166,友霖,生技醫療業,115915,131837,100919,-12.077034519899573,14.859441730496735,1006049,853154,17.921149053980876,-
1150911,11508,4167,松瑞藥,生技醫療業,117173,97481,95808,20.200859654701944,22.2998079492318,734172,803994,-8.684393167113187,-
1150911,11508,4168,醣聯,生技醫療業,91,1057,3266,-91.3907284768212,-97.21371708511941,15102,32899,-54.09586917535487,114年8月為委託研究收入。
1150911,11508,4171,瑞基,農業科技,18177,23251,17117,-21.822717302481614,6.1926739498743935,153733,141577,8.586140404161693,-
1150911,11508,4173,久裕,生技醫療業,144189,123679,126801,16.583251805076042,13.712825608630848,1055481,1014531,4.036347829686821,-
1150911,11508,4174,浩鼎,生技醫療業,817,4081,1067,-79.98039696152904,-23.430178069353328,25742,32388,-20.51994565888601,-
1150911,11508,4175,杏一,生技醫療業,692982,659023,668285,5.152930929573019,3.6955789820211438,5315015,5238104,1.4682984530280423,-
1150911,11508,4183,福永生技,生技醫療業,31695,26236,39169,20.807287696295166,-19.08141642625546,226895,330868,-31.424314228030514,-
1150911,11508,4188,安克,生技醫療業,2399,3336,2332,-28.087529976019184,2.8730703259005144,18839,19402,-2.901762704875786,-
1150911,11508,4192,杏國,生技醫療業,1848,2177,2099,-15.112540192926046,-11.958075273939972,16423,17782,-7.642559892025644,-
1150911,11508,4198,欣大健康,生技醫療業,14563,21155,15039,-31.16048215551879,-3.165104062770131,108588,131751,-17.580891226632055,-
1150911,11508,4205,中華食,食品工業,176841,211728,174767,-16.477272727272727,1.1867228939101775,1373003,1340540,2.4216360571113134,-
1150911,11508,4207,環泰,食品工業,489265,538483,395725,-9.140121415160738,23.637627140059383,3861051,3486024,10.758015435349842,-
1150911,11508,4303,信立,塑膠工業,148570,107880,97571,37.71783463107156,52.26860440089781,771492,692872,11.346973178307104,自115/8/1起合併重要子公司邁達康公司營收
1150911,11508,4304,勝昱,塑膠工業,22265,23845,26509,-6.62612707066471,-16.009657097589496,233579,228676,2.1440815826759256,增減百分比未達50%，無需說明。
1150911,11508,4305,世坤,塑膠工業,67578,81957,96361,-17.544566052930197,-29.86996814063781,648459,723142,-10.32757051865332,-
1150911,11508,4401,東隆興,紡織纖維,303204,288742,327333,5.008623615546059,-7.371392435226513,2527131,2606523,-3.045896775129166,-
1150911,11508,4402,郡都開發,紡織纖維,9131,1747,971,422.66742987979393,840.3707518022657,22502,16485,36.499848346982105,子公司承攬工程於本月動工，依完工比例法認列收入，使本月收入增加。
1150911,11508,4406,新昕纖,紡織纖維,2184,6939,38044,-68.52572416774751,-94.2592787298917,114130,332215,-65.64574146260705,因應產業趨勢調整經營結構
1150911,11508,4413,飛寶企業,紡織纖維,51467,42343,103236,21.547835533618308,-50.146266806152894,333642,535328,-37.675219678402776,"本公司去年同期承接新客戶訂單致基期較高,本期該客戶未有訂單需求,致營收較去年同期減少。"
1150911,11508,4416,三圓,建材營造,346612,514602,9285,-32.6446457650767,3633.031771674744,3019064,465970,547.9095220722364,出售資產
1150911,11508,4417,金洲,紡織纖維,393133,369401,248411,6.424454725352666,58.25909480659069,2310689,2210600,4.527684791459333,本月適逢漁網汰換期，故出貨量較去年同月增加。
1150911,11508,4419,皇家美食,觀光餐旅,234026,231015,222791,1.3033785684912236,5.042842843741444,1851820,1805231,2.5807777508806353,-
1150911,11508,4420,光明,紡織纖維,86926,82044,76580,5.950465603822339,13.510054844606946,647132,690890,-6.333569743374488,-
1150911,11508,4430,耀億,其他,205507,205483,156040,0.011679798328815522,31.70148679825686,1554224,1413939,9.921573702967384,-
1150911,11508,4432,銘旺實,紡織纖維,103449,96917,95937,6.739787653352869,7.830138528409268,649313,763614,-14.968426456298602,-
1150911,11508,4433,興采,紡織纖維,167657,325377,307771,-48.47300208681007,-45.52540687719116,1604650,1974574,-18.73437004639988,-
1150911,11508,4442,竣邦-KY,紡織纖維,223990,134896,96831,66.04643577274345,131.32054817155662,1368742,1034460,32.31463758869362,主係本期新開發產品陸續出貨，並受惠既有客戶訂單需求增加，致本期營業收入較去年同期成長。
1150911,11508,4502,健信,電機機械,135631,118612,76074,14.348463899099585,78.28824565554592,826764,608564,35.85489775931537,去年度受關稅影響致營收下降
1150911,11508,4503,金雨,電機機械,24768,17567,75521,40.99163203734275,-67.20382410190543,385513,449000,-14.139643652561247,主要客戶採購合約到期不續約，提貨需求減少所致。
1150911,11508,4506,崇友,電機機械,480763,486652,544142,-1.21010496206735,-11.647511127610072,4363184,4209881,3.641504356061371,上列為本公司自結數
1150911,11508,4510,高鋒,電機機械,191491,186015,137738,2.943848614359057,39.02554124497234,1282633,989873,29.575511201942067,-
1150911,11508,4513,福裕,電機機械,107888,109845,90837,-1.7816013473530885,18.770985391415394,1545970,662421,133.38179194198253,處分不動產-新光段完成過戶入帳造成營收爆增
1150911,11508,4523,永彰,電機機械,134657,67130,39311,100.59138984060777,242.54279972526774,782435,407657,91.93464113212823,主係本年專案結案及工程收入認列所致。
1150911,11508,4527,方方土霖,電機機械,228211,282229,178380,-19.13977656442109,27.935306648727437,1832554,1651265,10.978795045010946,-
1150911,11508,4528,江興鍛,電機機械,112013,127393,113231,-12.07287684566656,-1.0756771555492755,953254,1015081,-6.090843981908833,-
1150911,11508,4529,淳紳,其他,2068,3015,484,-31.40961857379768,327.27272727272725,14908,3623,311.48219707424784,"115/3月起加計子公司萊陽, 115/4月起加計金萊陽, 致營收增加."
1150911,11508,4530,天意能創,觀光餐旅,31643,32513,27258,-2.6758527358287454,16.087020324308458,237859,217139,9.542274764091204,係為本公司自結數
1150911,11508,4533,協易機,電機機械,344232,404373,328044,-14.872654702465297,4.93470388118667,2654090,2726865,-2.6688156546070303,-
1150911,11508,4534,慶騰,電機機械,94266,116476,67604,-19.0683059170988,39.43849476362345,700963,524723,33.58724507978496,-
1150911,11508,4535,至興,電機機械,201319,221374,222294,-9.059329460550924,-9.435702268167383,1681654,1732368,-2.9274380501140636,-
1150911,11508,4538,大詠城,電機機械,31535,38556,34944,-18.209876543209877,-9.755608974358974,261182,247947,5.337834295232449,-
1150911,11508,4541,晟田,其他,174838,194527,141487,-10.121474139836629,23.571776912366506,1369892,1031949,32.748033090782585,-
1150911,11508,4542,科嶠,電子零組件業,123942,116044,42064,6.806039088621557,194.65100798782808,794983,515798,54.126809332335526,營收較去年同期顯著成長，主因前期出貨機台於本期陸續完成驗收認列，加上整體接單與出貨動能維持穩健。
1150911,11508,4543,萬在,電機機械,70265,72665,55187,-3.3028280465148283,27.32165183829525,628985,516430,21.794822144337083,-
1150911,11508,4549,桓達,電機機械,102730,112179,97224,-8.42314515194466,5.66321072986094,787626,846837,-6.992018534853814,-
1150911,11508,4550,長佳,電機機械,84331,57960,70212,45.498619737750175,20.109098159858714,507423,514516,-1.3785771482325138,-
1150911,11508,4554,橙的,其他電子業,43649,44973,43975,-2.943988615391457,-0.7413303013075612,355264,320801,10.742796936418527,-
1150911,11508,4556,旭然,其他,64451,85038,54284,-24.209177073778783,18.729275661336676,493331,422213,16.84410475281434,-
1150911,11508,4558,寶緯,電機機械,181337,199469,155593,-9.09013430658398,16.54573149177662,1266629,1088768,16.33598709734305,-
1150911,11508,4561,健椿,電機機械,107857,125967,70784,-14.37678122047838,52.37483047016275,797348,647989,23.0496196694697,本月營收及本年累計營收較去年同期增加係因出貨量增加所致
1150911,11508,4563,百德,電機機械,259726,171855,201008,51.130895231445116,29.211772665764546,1721802,1895807,-9.178413203453728,-
1150911,11508,4568,科際精密,電機機械,89979,128710,90436,-30.09167896822314,-0.5053297359458623,816657,785397,3.980152712577206,-
1150911,11508,4577,達航科技,其他電子業,73565,96544,64529,-23.801582698044417,14.003006400223155,624015,416844,49.69988772778306,"本期累計較去年同期變動 49.70%，主係設備產銷較去年同期增加 150,456仟元所致。"
1150911,11508,4580,捷流閥業,電機機械,213490,205169,178358,4.055680926455751,19.69746240706893,1585903,1516667,4.565009985712091,-
1150911,11508,4584,君帆,電機機械,115067,103636,114225,11.029950982284149,0.7371416064784416,757556,919104,-17.576683378594804,-
1150911,11508,4609,唐鋒,居家生活,10674,12096,44015,-11.755952380952381,-75.74917641713053,92632,122237,-24.219344388360316,依客戶交期出貨致使本期較上期減少
1150911,11508,4702,中美實,居家生活,10608,402,7620,2538.805970149254,39.21259842519685,47818,51543,-7.226975534990203,-
1150911,11508,4706,大恭,化學工業,102555,95163,86648,7.767724851045049,18.358184839811653,790309,695229,13.676069323920608,-
1150911,11508,4707,磐亞,化學工業,73027,101293,135858,-27.90518594572182,-46.2475525916766,791482,927948,-14.706211986016458,-
1150911,11508,4711,永純,化學工業,72137,70668,59174,2.0787343635025755,21.906580592827932,574964,482705,19.112915756000042,-
1150911,11508,4714,永捷,化學工業,191959,149459,134285,28.435892117570706,42.9489518561269,1525951,937275,62.80718038996026,原因：主要是增加營建收入及子公司合併營收增加所致
1150911,11508,4716,大立,化學工業,57166,44288,46212,29.077854046242773,23.703799878819353,366742,360279,1.7938875149536886,-
1150911,11508,4721,美琪瑪,化學工業,264986,220002,153753,20.447086844665048,72.34525505193395,2059753,1798080,14.552911995016906,電池及先進材料訂單增加所致
1150911,11508,4726,永昕,生技醫療業,105857,85963,45738,23.14251480288031,131.44212689667236,591727,432054,36.956723002217316,本公司以提供CDMO技術服務為主，收入係以滿足履約義務時認列，本月完成履約義務較去年同期增加。
1150911,11508,4728,雙美,生技醫療業,223159,221485,149954,0.7558073910197078,48.818304279979195,1627730,1312203,24.04559355526546,-
1150911,11508,4729,熒茂,光電業,95694,98129,80557,-2.481427508687544,18.790421688990403,721500,713842,1.072786414920949,-
1150911,11508,4735,豪展,生技醫療業,101957,114761,82519,-11.15710040867542,23.55578715204983,704771,614425,14.7041542905969,-
1150911,11508,4741,泓瀚,化學工業,32722,52442,38453,-37.60344761832119,-14.903908667724235,365492,316144,15.609342578065691,-
1150911,11508,4743,合一,生技醫療業,5913,8679,9758,-31.870031109574835,-39.40356630457061,91119,78993,15.350727279632373,-
1150911,11508,4744,皇將,生技醫療業,90637,37207,67342,143.6020103743919,34.59208220724065,558790,773609,-27.76842048114745,-
1150911,11508,4745,合富-KY,生技醫療業,226372,245525,260957,-7.800834945524896,-13.253141322133532,2027884,2112995,-4.027979242733656,本公司2026年1-8月合併營業收入較去年同期下降4.03%，相較去年對比前年同期下降23.68%，年減幅收斂19.65%，有顯著改善。
1150911,11508,4747,強生*,生技醫療業,45817,54470,45339,-15.885808702037819,1.0542799797084188,393423,374406,5.079245524911459,-
1150911,11508,4749,新應材,半導體業,484959,414991,341633,16.86012467740264,41.953207096504144,3378370,2792326,20.987664047822495,-
1150911,11508,4754,國碳科,化學工業,57260,62188,51700,-7.924358397118415,10.754352030947775,470660,440215,6.915938802630532,-
1150911,11508,4760,勤凱科技,其他電子業,305090,269740,159285,13.105212426781344,91.53718178108421,1913070,1155707,65.53244031575477,本月較去年同月份出貨量增加
1150911,11508,4767,誠泰科技,化學工業,70562,75468,80919,-6.500768537658345,-12.799218972058478,607100,681809,-10.957467560563149,-
1150911,11508,4768,晶呈科技,化學工業,130197,105060,67419,23.92632781267847,93.11618386508255,1056471,466724,126.35883305765292,本月營收較去年同期增加乃因客戶需求增加
1150911,11508,4772,台特化,化學工業,323880,324218,272422,-0.10425084356821644,18.88907650630272,2398035,842590,184.6028317449768,合併弘潔科技營業收入
1150911,11508,4804,大略-KY,觀光餐旅,316,408,12766,-22.54901960784314,-97.52467491775027,1391,83707,-98.33825128125486,上海地區遭無權移轉失去實質控制力
1150911,11508,4806,桂田文創,文化創意業,9956,11713,3567,-15.00042687612055,179.11410148584244,124796,45586,173.7594875619708,各業務團隊的整合開始發揮綜效，形塑娛樂產業一條龍的完整服務架構。
1150911,11508,4903,聯光通,通信網路業,70096,88352,145364,-20.662803332126042,-51.77898241655431,975076,882297,10.515620023642832,本月合併營收較去年減少，主係本期公司工程合約收入較去年同期減少所致。
1150911,11508,4905,台聯電,生技醫療業,91839,104164,54590,-11.832302906954418,68.23410881113757,641883,466126,37.705899263289325,本月訂單增加
1150911,11508,4907,富宇,建材營造,29309,69,103696,42376.811594202896,-71.73565036259836,2477286,1701721,45.575332266570136,餘屋出售
1150911,11508,4908,前鼎,通信網路業,97202,98660,75390,-1.4778025542266369,28.9322191272052,716566,558561,28.287868290124088,-
1150911,11508,4909,新復興,通信網路業,15980,16683,28462,-4.213870407001139,-43.85496451408896,136138,219880,-38.08531926505366,-
1150911,11508,4911,德英,生技醫療業,11564,11290,25889,2.4269264836138174,-55.33238054772297,89514,213952,-58.1616437331738,公司行銷團隊建置中
1150911,11508,4923,力士,半導體業,108061,120061,83912,-9.994919249381564,28.77895890933359,743890,572038,30.042060142857643,-
1150911,11508,4924,欣厚-KY,綠能環保,70400,69044,81447,1.9639650078210995,-13.563421611600182,538605,512440,5.105963625009757,-
1150911,11508,4931,新盛力,電腦及週邊設備業,495100,449435,219200,10.160534893811118,125.86678832116789,2849173,1512553,88.36847369976456,因資料中心需求上升，故本月及本年累計營收較去年同期增加。
1150911,11508,4933,友輝,光電業,157828,190523,245216,-17.160657768353428,-35.63715255122015,1764725,2040917,-13.532740429914591,-
1150911,11508,4939,亞電,電子零組件業,173881,168175,119581,3.3928943065259403,45.40855152574406,1091302,930416,17.291835050128114,-
1150911,11508,4946,辣椒,文化創意業,20423,35160,32157,-41.91410693970421,-36.48972229996579,209001,261394,-20.043688837540266,-
1150911,11508,4950,金耘國際,鋼鐵工業,127863,124411,77553,2.7746742651373273,64.87176511546942,892313,690122,29.29786327634824,市場需求回溫，營收較去年增加達50%以上
1150911,11508,4951,精拓科,半導體業,48800,45429,47305,7.42037024807942,3.1603424585138993,361336,359784,0.43136993307095367,-
1150911,11508,4953,緯致,資訊服務業,1246449,1273547,984208,-2.1277581432016253,26.644875879895306,9542380,7303444,30.655893301844994,-
1150911,11508,4966,譜瑞-KY,半導體業,1326834,1353309,1323747,-1.9563159633165819,0.23320166164682526,10920138,10992196,-0.6555378015457511,-
1150911,11508,4971,IET-KY,半導體業,106034,105081,79705,0.9069194240633416,33.0330594065617,799278,663362,20.4889637935245,-
1150911,11508,4972,湯石照明,光電業,77732,87973,63394,-11.641071692451092,22.617282392655458,664078,606268,9.535386990571826,-
1150911,11508,4973,廣穎電通,半導體業,1001531,1008161,329420,-0.6576330566248844,204.02859571367858,6533523,2769771,135.88675742507232,本月營收較去年同期增加係因市場價格上漲所致
1150911,11508,4974,亞泰,電子零組件業,428660,385056,307175,11.324067148674478,39.54911695287702,2823214,2746475,2.794090607050856,-
1150911,11508,4979,華星光,通信網路業,545866,508777,397141,7.289834249582823,37.44891612802506,3537229,2939879,20.318863463428258,-
1150911,11508,4991,環宇-KY,半導體業,262258,145446,180101,80.31296838689273,45.61718147039716,1894097,1301198,45.565624908737945,-
1150911,11508,4995,晶達,光電業,124241,141754,84441,-12.354501460276254,47.13350149808742,974148,816239,19.345926867008316,-
1150911,11508,5009,榮剛,鋼鐵工業,1077050,1109543,775425,-2.928502996278648,38.89802366444208,8277759,7822082,5.825520622258882,-
1150911,11508,5011,久陽,鋼鐵工業,277979,264441,405080,5.119478446988175,-31.376765083440308,2719341,3626746,-25.0198111475135,-
1150911,11508,5013,強新,鋼鐵工業,789095,833363,639729,-5.31197089383618,23.34832405596745,5769395,5085914,13.438705412635763,-
1150911,11508,5014,建錩,鋼鐵工業,1542669,1664278,1191931,-7.307012410186279,29.42603221159614,11253529,9555201,17.7738594928563,-
1150911,11508,5015,華祺,鋼鐵工業,132290,136717,118815,-3.238075733083669,11.341160627866852,869454,1070340,-18.76842872358316,-
1150911,11508,5016,松和,鋼鐵工業,173491,187738,166441,-7.588767324675878,4.235735185441087,1471851,1384875,6.280422420796101,-
1150911,11508,5201,凱衛,資訊服務業,36695,27759,20452,32.19136136027955,79.42010561314297,186120,200638,-7.235917423419292,"因本月工程專案結案金額較高及子公司營收增加,導致本月營收增加百分比達50%以上。"
1150911,11508,5202,力新,資訊服務業,9750,12597,7731,-22.60061919504644,26.115638339154057,91424,102283,-10.616622508139182,-
1150911,11508,5205,中茂,綠能環保,7446,605,274,1130.7438016528927,2617.5182481751826,24292,12470,94.80352846832398,係因本期環保綠能收入較同期增加
1150911,11508,5206,坤悅,建材營造,894248,0,-34,,2630241.1764705884,3179072,3756636,-15.3744999515524,本期營業收入較去年增加，主要係因本期「坤悅禮御」完工交屋過戶認列收入所致。
1150911,11508,5209,新鼎,其他,781310,381127,406553,104.9999081670939,92.1791254768751,2934179,3333106,-11.968626260310954,工程依專案進度認列收入
1150911,11508,5210,寶碩,資訊服務業,20809,25015,19256,-16.813911653008194,8.065018695471542,177566,168349,5.474935996055812,-
1150911,11508,5211,蒙恬,資訊服務業,27162,28853,21022,-5.860742383807576,29.20749690800114,184948,135779,36.212521818543365,-
1150911,11508,5212,凌網,資訊服務業,115547,93840,92603,23.131926683716966,24.776735094975326,711400,698664,1.822907721021836,-
1150911,11508,5213,亞昕,建材營造,119623,279577,165435,-57.212860857652814,-27.69184271768368,5011993,10946227,-54.21259763752387,認列1個工案、餘屋及租金收入
1150911,11508,5220,萬達光電,光電業,85752,87471,49701,-1.9652227595431628,72.53576386793023,706266,505390,39.746730247927346,新客戶導入量產及產品線組合多元化
1150911,11508,5223,安力-KY,電腦及週邊設備業,182494,198835,171300,-8.21837201699902,6.534734384121425,1308349,1289188,1.4862843898640075,-
1150911,11508,5227,立凱-KY,電子零組件業,1675,1340,11544,25.0,-85.49029799029799,61561,320828,-80.81183687209345,更新產品與生產線
