股票代號,股票名稱,目前產業,主流/非主流,主要族群1,族群2,族群3,備註
6234,高僑,,,,,,
6235,華孚,電腦及週邊設備業,,電腦及週邊設備業,,,
6236,中湛,,,,,,
6237,驊訊,,,,,,
6239,力成,半導體業,主流,記憶體儲存,,,user_authorized_seed_20260530
6240,松崗,,,,,,
6241,鑫永洋,,,,,,
6242,立康,,,,,,
6243,迅杰,,,,,,
6244,茂迪,,,,,,
6245,立端,,,,,,
6246,臺龍,,,,,,
6248,沛波,,,,,,
6257,矽格,半導體業,,半導體業,,,
6259,百徽,,,,,,
6261,久元,,,,,,
6263,普萊德,,,,,,
6264,富裔,,,,,,
6265,方土昶,電子通路業,,電子通路業,,,
6266,泰詠,,,,,,
6269,台郡,電子零組件業,,電子零組件業,,,
6270,倍微,,,,,,
6271,同欣電,,主流,低軌衛星,,,user_authorized_seed_20260530
6272,驊陞,,,,,,
6274,台燿,,主流,PCB_CCL_ABF材料,,,user_authorized_seed_20260530
6275,元山,,,,,,
6276,安鈦克,,,,,,
6277,宏正,,,,,,
6278,台表科,光電業,,光電業,,,
6279,胡連,,,,,,
6281,全國電,,,,,,
6282,康舒,電子零組件業,,電子零組件業,,,
6283,淳安,,,,,,
6284,佳邦,電子零組件業,,電子零組件業,,,
6285,啟碁,communications,主流,低軌衛星,網通交換器,軍工無人機,user_authorized_seed_20260530
6288,聯嘉,,,,,,
6290,良維,,,,,,
6291,沛亨,,,,,,
6292,迅德,,,,,,
6294,智基,,,,,,
6405,悅城,,,,,,
6409,旭隼,,,,,,
6411,晶焱,半導體業,,半導體業,,,
6412,群電,電子零組件業,主流,電源_BBU,,,user_authorized_seed_20260530
6414,樺漢,電腦及週邊設備業,,電腦及週邊設備業,,,
6415,矽力*-KY,,,,,,
6416,瑞祺電通,,,,,,
6417,韋僑,,,,,,
6418,詠昇,,,,,,
6419,京晨科,,,,,,
6423,億而得,,,,,,
6425,易發,電機機械,,電機機械,,,
6426,統新,,,,,,
6431,光麗-KY,,,,,,
6432,今展科,,,,,,
6435,大中,,,,,,
6438,迅得,其他電子業,,其他電子業,,,
6441,廣錠,,,,,,
6442,光聖,,,,,,
6443,元晶,光電業,,光電業,,,
6446,藥華藥,生技醫療業,,生技醫療業,,,
6449,鈺邦,,主流,被動元件,,,user_authorized_seed_20260530
6451,訊芯-KY,半導體業,,半導體業,,,
6456,GIS-KY,光電業,,光電業,,,
6461,益得,,,,,,
6462,神盾,半導體業,,半導體業,,,
6464,台數科,,,,,,
6465,威潤,,,,,,
6469,大樹,,,,,,
6470,宇智,,,,,,
6472,保瑞,,,,,,
6474,華豫寧,,,,,,
6477,安集,,,,,,
6482,弘煜科,,,,,,
6485,點序,半導體業,,半導體業,,,
6486,互動,,,,,,
6488,環球晶,,,,,,
6491,晶碩,,,,,,
6492,生華科,,,,,,
6494,九齊,,,,,,
6496,科懋,,,,,,
6498,久禾光,,,,,,
6499,益安,生技醫療業,,生技醫療業,,,
6504,南六,,,,,,
6505,台塑化,油電燃氣業,,油電燃氣業,,,
6506,雙邦,,,,,,
6508,惠光,,,,,,
6509,聚和,,,,,,
6510,精測,,主流,半導體設備_CoWoS,,,user_authorized_seed_20260530
6512,啟發電,,,,,,
6515,穎崴,,,,,,
6516,勤崴國際,,,,,,
6517,保勝光學,,,,,,
6523,達爾膚,,,,,,
6525,捷敏-KY,,,,,,
6526,達發,,,,,,
6527,明達醫,,,,,,
6530,創威,,,,,,
6531,愛普*,半導體業,,半導體業,,,
6532,瑞耘,,,,,,
6533,晶心科,,,,,,
6534,正瀚-創,,,,,,
6535,順藥,,,,,,
6538,倉和,,,,,,
6541,泰福-KY,,,,,,
6542,隆中,,,,,,
6546,正基,,,,,,
6547,高端疫苗,生技醫療業,,生技醫療業,,,
6548,長科*,半導體業,,半導體業,,,
6550,北極星藥業-KY,,,,,,
6552,易華電,,,,,,
6556,勝品,,,,,,
6558,興能高,其他電子業,,其他電子業,,,
6560,欣普羅,,,,,,
6561,是方,,,,,,
6568,宏觀,,,,,,
6569,醫揚,,,,,,
6570,維田,,,,,,
6573,虹揚-KY,半導體業,,半導體業,,,
6574,霈方,,,,,,
6576,逸達,,,,,,
6577,勁豐,,,,,,
6578,達邦蛋白,,,,,,
6579,研揚,,,,,,
6581,鋼聯,,,,,,
6582,申豐,,,,,,
6584,南俊國際,,,,,,
6585,鼎基,,,,,,
6588,東典光電,,,,,,
6589,台康生技,,,,,,
6590,普鴻,,,,,,
6591,動力-KY,電腦及週邊設備業,,電腦及週邊設備業,,,
6592,和潤企業,,,,,,
6593,台灣銘板,,,,,,
6596,寬宏藝術,,,,,,
6597,立誠,,,,,,
6598,ABC-KY,,,,,,
6603,富強鑫,,,,,,
6605,帝寶,汽車工業,,汽車工業,,,
6606,建德工業,,,,,,
6609,瀧澤科,,,,,,
6612,奈米醫材,,,,,,
6613,朋億*,,,,,,
6614,資拓宏宇,,,,,,
6615,慧智,,,,,,
6616,特昇-KY,,,,,,
6617,共信-KY,,,,,,
6620,漢達,,,,,,
6624,萬年清,,,,,,
6625,必應,,,,,,
6629,泰金-KY,,,,,,
6637,醫影,,,,,,
6640,均華,,主流,半導體設備_CoWoS,,,user_authorized_seed_20260530
6641,基士德-KY,,,,,,
6642,富致,,,,,,
6643,M31,,,,,,
6645,金萬林-創,,,,,,
6649,台生材,,,,,,
6651,全宇昕,,,,,,
6654,天正國際,,,,,,
6655,科定,,,,,,
6657,華安,,,,,,
6658,聯策,,,,,,
6661,威健生技,,,,,,
6662,樂斯科,,,,,,
6664,群翊,,,,,,
6666,羅麗芬-KY,,,,,,
6667,信紘科,,,,,,
6668,中揚光,,,,,,
6669,緯穎,電腦及週邊設備業,主流,AI伺服器,,,user_authorized_seed_20260530
6670,復盛應用,,,,,,
6671,三能-KY,,,,,,
6672,騰輝電子-KY,電子零組件業,,電子零組件業,,,
6674,鋐寶科技,,,,,,
6679,鈺太,,,,,,
6680,鑫創電子,,,,,,
6683,雍智科技,,,,,,
6684,安格,,,,,,
6689,伊雲谷,,,,,,
6690,安碁資訊,,,,,,
6691,洋基工程,,,,,,
6692,進能服,,,,,,
6693,廣閎科,,,,,,
6695,芯鼎,,,,,,
6697,東捷資訊,,,,,,
6698,旭暉應材,其他電子業,,其他電子業,,,
6703,軒郁,,,,,,
6706,惠特,,,,,,
6708,天擎,,,,,,
6712,長聖,,,,,,
6715,嘉基,,主流,低軌衛星,,,user_authorized_seed_20260530
6716,應廣,,,,,,
6719,力智,半導體業,,半導體業,,,
6720,久昌,,,,,,
6721,信實,,,,,,
6722,輝創,,,,,,
6725,矽科宏晟,,,,,,
6727,亞泰金屬,,,,,,
6728,上洋,,,,,,
6730,常廣,,,,,,
6732,昇佳電子,,,,,,
6733,博晟生醫,,,,,,
6735,美達科技,,,,,,
6739,竹陞科技,,,,,,
6741,91APP*-KY,,,,,,
6742,澤米,,,,,,
6743,安普新,,,,,,
6747,亨泰光,,,,,,
6751,智聯服務,,,,,,
6752,叡揚,,,,,,
6753,龍德造船,航運業,非主流,航運業,,,
6754,匯僑設計,,,,,,
6756,威鋒電子,,,,,,
6757,台灣虎航,航運業,非主流,航運業,,,
6761,穩得,,,,,,
6762,達亞,,,,,,
6763,綠界科技*,,,,,,
6767,台微醫,,,,,,
6768,志強-KY,,,,,,
6770,力積電,半導體業,,半導體業,,,
6771,平和環保-創,,,,,,
6776,展�眥篕�,,,,,,
6781,AES-KY,電子零組件業,,電子零組件業,,,
6782,視陽,,,,,,
6785,昱展新藥,,,,,,
6788,華景電,,,,,,
6789,采鈺,,,,,,
6790,永豐實,,,,,,
6791,虎門科技,,,,,,
6792,詠業,,,,,,
6794,向榮生技,,,,,,
6796,晉弘,,,,,,
6799,來頡,,,,,,
6803,崑鼎,,,,,,
6804,明係,,,,,,
6805,富世達,電子零組件業,主流,散熱液冷,機器人自動化,,user_authorized_seed_20260530
6806,森崴能源,,,,,,
6807,峰源-KY,,,,,,
6811,宏碁資訊,,,,,,
6821,聯寶,,,,,,
6823,濾能,,,,,,
6829,千附精密,,,,,,
6830,汎銓,其他電子業,,其他電子業,,,
6831,邁科,,,,,,
6834,天二科技,,,,,,
6835,圓裕,電子零組件業,,電子零組件業,,,
6838,台新藥,,,,,,
6840,東研信超,,,,,,
6841,長佳智能,,,,,,
6843,進典,,,,,,
6844,諾貝兒,,,,,,
6846,綠茵,,,,,,
6854,錼創科技-KY創,半導體業,,半導體業,,,
6855,數泓科,,,,,,
6856,鑫傳,,,,,,
6859,伯特光,,,,,,
6861,睿生光電,生技醫療業,,生技醫療業,,,
6862,三集瑞-KY,電子零組件業,主流,被動元件,電感,,user_confirmed_passive_component_theme
6863,永道-KY,,,,,,
6865,偉康科技,,,,,,
6869,雲豹能源,,,,,,
6870,騰雲,,,,,,
6872,浩宇生醫,,,,,,
6873,泓德能源,綠能環保,,綠能環保,,,
6874,倍力,,,,,,
6875,國邑*,,,,,,
6877,鏵友益,,,,,,
6881,潤德,,,,,,
6884,海柏特,,,,,,
6885,全福生技,,,,,,
6887,寶綠特-KY,,,,,,
6890,來億-KY,,,,,,
6894,衛司特,,,,,,
6895,宏碩系統,,,,,,
6899,創為精密,,,,,,
6901,鑽石投資,其他,,其他,,,
6902,GOGOLOOK,,,,,,
6903,巨漢,,,,,,
6904,伯鑫,,,,,,
6906,現觀科,,,,,,
6907,雅特力-KY,,,,,,
6908,宏碁遊戲-創,,,,,,
6909,創控,,,,,,
6910,德鴻,,,,,,
6913,鴻呈,,,,,,
6914,阜爾運通,,,,,,
6916,華凌,,,,,,
6918,愛派司,,,,,,
6919,康霈*,,,,,,
6921,嘉雨思-創,,,,,,
6922,宸曜,,主流,機器人自動化,,,user_authorized_seed_20260530
6923,中台,,,,,,
6924,榮惠-KY創,,,,,,
6925,意藍,,,,,,
6928,攸泰科技,,,,,,
6929,佑全,,,,,,
6931,青松健康,,,,,,
6933,AMAX-KY,,,,,,
6934,心誠鎂,,,,,,
6936,永鴻生技,,,,,,
6937,天虹,,,,,,
6944,兆聯實業,,,,,,
6949,沛爾生醫-創,,,,,,
6951,青新-創,,,,,,
6952,大武山,,,,,,
6953,家碩,,,,,,
6955,邦睿生技-創,,,,,,
6957,裕慶-KY,,,,,,
6958,日盛台駿,,,,,,
6961,旅天下,,,,,,
6962,奕力-KY,半導體業,,半導體業,,,
6965,中傑-KY,,,,,,
6967,汎瑋材料,,,,,,
6968,萬達寵物,,,,,,
6969,成信實業*-創,,,,,,
6971,惠民實業,,,,,,
6982,大井泵浦,,,,,,
6983,華洋精機,,,,,,
6988,威力暘-創,,,,,,
6994,富威電力,綠能環保,,綠能環保,,,
6996,力領科技,,,,,,
6997,博弘,,,,,,
7000,系統電永豐58購01,,,,,,
7001,華景電統一61購01,,,,,,
7002,鏵友益統一6A購01,,,,,,
7003,系微凱基57購01,,,,,,
7004,聖暉*兆豐56購01,,,,,,
7005,原相元大5A購01,,,,,,
7006,營邦統一6A購01,,,,,,
7007,竑騰統一5C購01,,,,,,
7008,力旺統一6A購01,,,,,,
7009,閎康兆豐56購01,,,,,,
7010,營邦元大5A購01,,,,,,
7011,擎亞元大56購01,,,,,,
7012,三聯群益59購01,,,,,,
7013,中光電凱基5A購01,,,,,,
7014,M31元富56購01,,,,,,
7015,閎康國票56購01,,,,,,
7016,訊聯統一6B購01,,,,,,
7017,神盾永豐56購01,,,,,,
7018,聖暉*國票56購02,,,,,,
7019,金益鼎群益56購02,,,,,,
7020,新應材凱基57購03,,,,,,
7021,立碁凱基58購01,,,,,,
7022,華電網元大56購01,,,,,,
7023,新普國票57購01,,,,,,
7024,高技元大59購01,,,,,,
7025,FH中5G元大58購01,,,,,,
7026,高技凱基57購02,,,,,,
7027,宜鼎凱基58購03,,,,,,
7028,榮剛永豐57購01,,,,,,
7029,順達永豐57購01,,,,,,
7030,台燿永豐57購03,,,,,,
7031,雙鴻國泰57購03,,,,,,
7032,雙鴻群益57購04,,,,,,
7033,順達元富61購01,,,,,,
7034,台星科群益59購01,,,,,,
7035,世禾國票59購01,,,,,,
7036,宜鼎群益58購01,,,,,,
7037,鉅橡群益57購01,,,,,,
7038,佶優國票58購01,,,,,,
7039,金益鼎凱基57購02,,,,,,
7040,信昌電統一64購01,,,,,,
7041,璟德永豐57購01,,,,,,
7042,聖暉*統一67購01,,,,,,
7043,廣運元大57購03,,,,,,
7044,精材元大61購03,,,,,,
7045,合晶元大57購06,,,,,,
7046,中美晶元大58購01,,,,,,
7047,信驊群益58購01,,,,,,
7048,長科*統一61購01,,,,,,
7049,凡甲國泰59購01,,,,,,
7050,精測統一64購02,,,,,,
7051,凡甲國票59購01,,,,,,
7052,富喬凱基58購04,,,,,,
7053,穩懋統一62購01,,,,,,
7054,信昌電永豐59購01,,,,,,
7055,雙鴻元大61購07,,,,,,
7056,新復興凱基5B購01,,,,,,
7057,雙鴻元富59購04,,,,,,
7058,巨漢凱基59購01,,,,,,
7059,閎康群益5B購01,,,,,,
7060,旺矽富邦5B購02,,,,,,
7061,雙鴻元大59購15,,,,,,
7062,M31元大59購02,,,,,,
7063,原相國票59購01,,,,,,
7064,博智群益69購01,,,,,,
7065,弘塑凱基59購07,,,,,,
7066,立碁元富59購01,,,,,,
7067,立碁統一63購01,,,,,,
7068,宜特凱基59購06,,,,,,
7069,均豪群益62購01,,,,,,
7070,倚強群益5A購01,,,,,,
7071,華景電統一65購01,,,,,,
7072,台燿元大61購06,,,,,,
7073,勤凱元大5A購03,,,,,,
7074,矽科元大61購01,,,,,,
7075,蜜望實統一74購02,,,,,,
7076,意德士統一65購01,,,,,,
7077,家登凱基5A購01,,,,,,
7078,宏捷科富邦61購02,,,,,,
7079,聖暉*永豐5C購02,,,,,,
7080,正淩國票5C購01,,,,,,
7081,精材元大61購06,,,,,,
7082,台星科永豐61購01,,,,,,
7083,優群台新5B購01,,,,,,
7084,環球晶元大64購01,,,,,,
7085,群聯元大5B購12,,,,,,
7086,臺慶科台新5B購02,,,,,,
7087,台半元大5B購01,,,,,,
7088,凡甲統一65購01,,,,,,
7089,安葆國票5C購02,,,,,,
7090,朋程國票5B購02,,,,,,
7091,威聯通永豐61購01,,,,,,
7092,華容元大5B購01,,,,,,
7093,穩得台新5B購01,,,,,,
7207,雙鴻統一56購01,,,,,,
7224,智通*國票56售03,,,,,,
7225,晟德統一57購01,,,,,,
7226,先進光統一58購01,,,,,,
7227,雙鴻統一58購01,,,,,,
7228,宏捷科統一58購01,,,,,,
7232,神盾統一58購01,,,,,,
7234,翔名統一58購01,,,,,,
7236,雷科元富58購01,,,,,,
7238,中光電國票57售03,,,,,,
7240,家登統一59購01,,,,,,
7241,能率統一59購01,,,,,,
7242,前鼎統一59購01,,,,,,
7243,聰泰統一59購01,,,,,,
7246,昇達科統一59購02,,,,,,
7247,晶宏統一57購01,,,,,,
7248,信驊群益5B售01,,,,,,
7249,鈊象統一5A購01,,,,,,
7250,雙鴻國票56售01,,,,,,
7254,神盾國票56售04,,,,,,
7255,濱川統一56購01,,,,,,
7257,力旺國票58售02,,,,,,
7258,鈊象元富5A購01,,,,,,
7259,昇達科群益58售02,,,,,,
7260,富喬國票57售02,,,,,,
7261,富喬國票5C售02,,,,,,
7262,櫃200群益5B售02,,,,,,
7264,雙鴻凱基56售06,,,,,,
7265,家登群益56售04,,,,,,
7266,信驊永豐59售01,,,,,,
7268,弘塑國票58售03,,,,,,
7269,穩懋群益59售02,,,,,,
7270,高鋒統一5A購01,,,,,,
7271,信驊凱基59售01,,,,,,
7272,擎亞國票59售01,,,,,,
7273,世界國票59售03,,,,,,
7274,精測群益62售04,,,,,,
7275,雙鴻凱基58售03,,,,,,
7276,穩懋元富58售03,,,,,,
7277,穩懋元大59售08,,,,,,
7278,神盾群益59售01,,,,,,
7279,雙鴻國票5A售01,,,,,,
7280,雙鴻凱基59售12,,,,,,
7281,信驊永豐5C售01,,,,,,
7282,宏捷科群益5C售01,,,,,,
7283,鈊象群益59售04,,,,,,
7284,印能凱基5A售04,,,,,,
7285,弘塑國票5B售02,,,,,,
7286,富喬群益5C售01,,,,,,
7287,世界凱基5B售02,,,,,,
7288,精材群益5B售05,,,,,,
7289,立敦台新5B售04,,,,,,
7290,群聯富邦61售05,,,,,,
7291,華星光統一61購02,,,,,,
7295,智擎統一58購01,,,,,,
7296,華星光統一56購01,,,,,,
7297,萬潤統一58購01,,,,,,
7298,廣積統一59購01,,,,,,
7299,新漢統一58購01,,,,,,
7301,鑫科統一58購01,,,,,,
7302,群聯統一58購01,,,,,,
7303,M31統一58購01,,,,,,
7304,昇達科統一5C購01,,,,,,
7305,美琪瑪統一58購01,,,,,,
7306,鈦昇統一58購01,,,,,,
7307,原相統一5B購01,,,,,,
7310,僑威統一59購01,,,,,,
7314,英濟統一5B購01,,,,,,
7315,群聯統一5B購01,,,,,,
7316,茂綸統一59購01,,,,,,
7317,順達統一59購03,,,,,,
7318,茂訊統一59購01,,,,,,
7319,茂綸統一59購02,,,,,,
7320,金山電統一59購01,,,,,,
7322,萬泰科統一59購01,,,,,,
7323,M31統一63購02,,,,,,
7325,晟德統一5A購01,,,,,,
7331,振曜群益59購01,,,,,,
7332,宇峻統一5B購01,,,,,,
7334,群聯統一57購01,,,,,,
7335,弘塑統一5B購01,,,,,,
7336,高端統一65購01,,,,,,
7337,創惟統一58購01,,,,,,
7339,系微兆豐56購01,,,,,,
7340,騰雲統一56購01,,,,,,
7341,新應材元富56購01,,,,,,
7342,鈦昇統一59購01,,,,,,
7343,鈦昇兆豐56購01,,,,,,
7344,精材統一56購01,,,,,,
7345,鑫科統一56購03,,,,,,
7346,欣銓統一56購01,,,,,,
7347,鑫科統一56購04,,,,,,
7348,前鼎統一5C購01,,,,,,
7349,新應材統一62購01,,,,,,
7350,新應材永豐56購01,,,,,,
7351,鴻呈統一56購03,,,,,,
7352,波若威統一62購01,,,,,,
7353,東捷統一56購01,,,,,,
7354,大國鋼元富57購01,,,,,,
7355,環球晶統一57購01,,,,,,
7356,意德士統一61購01,,,,,,
7357,群聯統一57購02,,,,,,
7358,南俊統一61購01,,,,,,
7359,宇峻元大57購01,,,,,,
7360,宏碁資統一57購02,,,,,,
7361,順達統一57購02,,,,,,
7362,家登統一61購01,,,,,,
7363,湧德統一57購03,,,,,,
7364,漢磊統一61購01,,,,,,
7365,漢磊統一58購01,,,,,,
7366,元債20凱基67購01,,,,,,
7367,力旺元大57購01,,,,,,
7368,大樹統一57購01,,,,,,
7369,南俊統一57購03,,,,,,
7370,富喬統一5A購02,,,,,,
7371,智通*國票5B購01,,,,,,
7372,環球晶元大58購01,,,,,,
7373,譜瑞統一57購01,,,,,,
7374,譜瑞元大57購01,,,,,,
7375,宏捷科國票58購01,,,,,,
7376,系統電永豐56購01,,,,,,
7377,中探針國票56購01,,,,,,
7378,台燿群益58購03,,,,,,
7379,譜瑞統一5B購01,,,,,,
7380,譜瑞凱基57購01,,,,,,
7381,譜瑞統一58購02,,,,,,
7382,譜瑞統一56購02,,,,,,
7383,雙鴻元大58購01,,,,,,
7384,廣運永豐59購01,,,,,,
7385,譜瑞元大59購02,,,,,,
7386,譜瑞元大58購01,,,,,,
7387,耀勝統一5C購01,,,,,,
7388,國債20群益58購01,,,,,,
7389,精測統一65購01,,,,,,
7390,智通*元大59購01,,,,,,
7391,昇佳電凱基57購01,,,,,,
7392,群聯永豐56購02,,,,,,
7393,優群統一59購01,,,,,,
7394,中美晶群益57購01,,,,,,
7395,中美晶國票59購02,,,,,,
7396,鈊象元富59購01,,,,,,
7397,環球晶凱基59購02,,,,,,
7398,旺矽富邦56購03,,,,,,
7399,均華國票56購01,,,,,,
7402,邑錡,,,,,,
7547,碩網,,,,,,
7556,意德士,,,,,,
7584,樂意,,,,,,
7610,聯友金屬-創,,,,,,
7631,聚賢研發-創,,,,,,
7642,昶瑞機電,,,,,,
7703,銳澤,,,,,,
7704,明遠精密,,,,,,
7705,三商餐飲,,,,,,
7708,全家餐飲,,,,,,
7709,榮田,,,,,,
7711,永擎,電腦及週邊設備業,,電腦及週邊設備業,,,
7712,博盛半導體,,,,,,
7713,威力德生醫,,,,,,
7714,創泓科技,,,,,,
7715,裕山,,,,,,
7716,昱臺國際,,,,,,
7717,萊德光電-KY,,,,,,
7718,友鋮,,,,,,
7721,微程式,,,,,,
7722,LINEPAY,,,,,,
7723,築間,,,,,,
7728,光焱科技,,,,,,
7730,暉盛-創,,,,,,
7732,金興精密,,,,,,
7734,印能科技,,,,,,
7736,虎山,,,,,,
7738,東聯互動,,,,,,
7740,熙特爾-創,綠能環保,,綠能環保,,,
7743,金利食安,,,,,,
7744,崴寶,,,,,,
7747,昕奇雲端,,,,,,
7749,意騰-KY,,,,,,
7750,新代,,,,,,
7751,竑騰,,,,,,
7753,星亞,,,,,,
7757,金色三麥,,,,,,
7760,享溫馨,,,,,,
7765,中華資安,,,,,,
7767,仁大資訊,,,,,,
7768,頌勝科技,,,,,,
7769,鴻勁,半導體業,,半導體業,,,
7770,君曜,,,,,,
7772,耀穎,,,,,,
7777,能率亞洲,其他,,其他,,,
7780,大研生醫*,食品工業,非主流,食品工業,,,
7782,光速火箭,,,,,,
7786,東方風能,,,,,,
7788,松川精密,電子零組件業,,電子零組件業,,,
7791,皇家可口,,,,,,
7792,安葆,,,,,,
7794,宏碁智新,,,,,,
7795,長廣,,,,,,
7799,禾榮科,,,,,,
7803,雲象科技-創,,,,,,
7805,威聯通,,,,,,
7810,捷創科技,,,,,,
7811,民盛,,,,,,
7818,溢泰實業,,,,,,
7819,精誠金融,,,,,,
7820,立盈,,,,,,
7821,神數,,,,,,
7822,倍利科,,,,,,
7823,奧義賽博-KY創,,,,,,
7827,漢康-KY創,,,,,,
7828,創新服務,,,,,,
7842,天能綠電,,,,,,
8011,台通,,,,,,
8016,矽創,,,,,,
8021,尖點,其他電子業,,其他電子業,,,
8024,佑華,,,,,,
8027,鈦昇,,,,,,
8028,昇陽半導體,semiconductor,主流,半導體設備_CoWoS,wafer reclaim,,user_authorized_seed_20260530
8032,光菱,,,,,,
8033,雷虎,其他,主流,軍工無人機,,,user_authorized_seed_20260530
8034,榮群,,,,,,
8038,長園科,,,,,,
8039,台虹,電子零組件業,主流,PCB_CCL_ABF材料,,,user_authorized_seed_20260530
8040,九暘,,,,,,
8042,金山電,electronic components,主流,passive components,capacitors,,
8043,蜜望實,,主流,被動元件,,,user_authorized_seed_20260530
8044,網家,,,,,,
8045,達運光電,,,,,,
8046,南電,電子零組件業,主流,PCB_CCL_ABF材料,,,user_authorized_seed_20260530
8047,星雲,,,,,,
8048,德勝,,,,,,
8049,晶采,,,,,,
8050,廣積,,,,,,
8054,安國,半導體業,,半導體業,,,
8059,凱碩,,,,,,
8064,東捷,,,,,,
8066,來思達,,,,,,
8067,志旭,,,,,,
8068,全達,,,,,,
8069,元太,,,,,,
8070,長華*,電子通路業,,電子通路業,,,
8071,能率網通,電子零組件業,,電子零組件業,,,
8072,陞泰,,,,,,
8074,鉅橡,電子零組件業,,電子零組件業,,,
8076,伍豐,,,,,,
8077,洛碁,,,,,,
8080,泰霖,,,,,,
8081,致新,半導體業,,半導體業,,,
8083,瑞穎,,,,,,
8084,巨虹,,,,,,
8085,福華,,,,,,
8086,宏捷科,半導體業,主流,低軌衛星,,,user_authorized_seed_20260530
8087,麗升能源,,,,,,
8088,品安,半導體業,,半導體業,,,
8089,康全電訊,,,,,,
8091,翔名,,,,,,
8092,建暐,,,,,,
8093,保銳,,,,,,
8096,擎亞,電子通路業,,電子通路業,,,
8097,常珵,,,,,,
8099,大世科,,,,,,
8101,華冠,,,,,,
8102,傑霖科技,,,,,,
8103,瀚荃,電子零組件業,,電子零組件業,,,
8104,錸寶,光電業,,光電業,,,
8105,凌巨,光電業,,光電業,,,
8107,大億金茂,,,,,,
8109,博大,電子零組件業,,電子零組件業,,,
8110,華東,半導體業,,半導體業,,,
8111,立碁,,,,,,
8112,至上,電子通路業,,電子通路業,,,
8114,振樺電,,,,,,
8121,越峰,,,,,,
8131,福懋科,半導體業,,半導體業,,,
8147,正淩,電子零組件業,,電子零組件業,,,
8150,南茂,半導體業,主流,記憶體儲存,,,user_authorized_seed_20260530
8155,博智,,,,,,
8162,微矽電子-創,,,,,,
8163,達方,電腦及週邊設備業,,電腦及週邊設備業,,,
8171,天宇,,,,,,
8176,智捷,,,,,,
8182,加高,,,,,,
8183,精星,,,,,,
8201,無敵,,,,,,
8210,勤誠,電腦及週邊設備業,,電腦及週邊設備業,,,
8213,志超,電子零組件業,,電子零組件業,,,
8215,明基材,光電業,,光電業,,,
8222,寶一,,主流,軍工無人機,,,user_authorized_seed_20260530
8227,巨有科技,,,,,,
8234,新漢,,,,,,
8240,華宏,,,,,,
8249,菱光,電子零組件業,,電子零組件業,,,
8255,朋程,,,,,,
8261,富鼎,semiconductor,主流,power discrete/diodes,MOSFET,,
8271,宇瞻,半導體業,主流,記憶體儲存,,,user_authorized_seed_20260530
8272,全景軟體,,,,,,
8277,商丞,,,,,,
8279,生展,,,,,,
8284,三竹,,,,,,
8289,泰藝,,,,,,
8291,尚茂,,,,,,
8299,群聯,,主流,記憶體儲存,,,user_authorized_seed_20260530
8341,日友,,,,,,
8342,益張,,,,,,
8349,恒耀甲特,,,,,,
8354,冠好,,,,,,
8358,金居,,主流,PCB_CCL_ABF材料,,,user_authorized_seed_20260530
8367,建新國際,,,,,,
8374,羅昇,電機機械,,電機機械,,,
8383,千附,,,,,,
8390,金益鼎,,,,,,
8401,白紗科,,,,,,
8403,盛弘,,,,,,
8404,百和興業-KY,,,,,,
8409,商之器,,,,,,
8410,森田,,,,,,
8411,福貞-KY,,,,,,
8415,大國鋼,,,,,,
8416,實威,,,,,,
8421,旭源,,,,,,
8422,可寧衛*,,,,,,
8423,保綠-KY,,,,,,
8424,惠普,,,,,,
8426,紅木-KY,,,,,,
8429,金麗-KY,,,,,,
8431,匯鑽科,,,,,,
8432,東生華,,,,,,
8433,弘帆,,,,,,
8435,鉅邁,,,,,,
8436,大江,,,,,,
8437,大地-KY,,,,,,
8438,昶昕,,,,,,
8440,綠電,,,,,,
8442,威宏-KY,,,,,,
8443,阿瘦,,,,,,
8444,綠河-KY,,,,,,
8446,華研,,,,,,
8450,霹靂,,,,,,
8454,富邦媒,數位雲端,,數位雲端,,,
8455,大拓-KY,,,,,,
8462,柏文,,,,,,
8463,潤泰材,,,,,,
8464,億豐,,,,,,
8466,美吉吉-KY,,,,,,
8467,波力-KY,,,,,,
8472,夠麻吉,,,,,,
8473,山林水,綠能環保,,綠能環保,,,
8476,台境*,,,,,,
8477,創業家,,,,,,
8478,東哥遊艇,,,,,,
8481,政伸,,,,,,
8482,商億-KY,,,,,,
8487,愛爾達-創,,,,,,
8488,吉源-KY,,,,,,
8489,三貝德,,,,,,
8499,鼎炫-KY,,,,,,
8905,裕國,,,,,,
8906,花王,,,,,,
8908,欣雄,,,,,,
8916,光隆,,,,,,
8917,欣泰,,,,,,
8921,沈氏,,,,,,
8923,時報,,,,,,
8924,大田,,,,,,
8926,台汽電,,,,,,
8927,北基,,,,,,
8928,鉅明,,,,,,
8929,富堡,,,,,,
8930,青鋼,,,,,,
8931,大汽電,,,,,,
8932,智通*,其他,,其他,,,
8933,愛地雅,,,,,,
8935,邦泰,,,,,,
8936,國統,,,,,,
8937,合騏*,,,,,,
8938,明安,,,,,,
8940,新天地,,,,,,
8941,關中,,,,,,
8942,森鉅,,,,,,
8996,高力,電機機械,主流,散熱液冷,,,user_authorized_seed_20260530
9103,美德醫療-DR,,,,,,
9105,泰金寶-DR,存託憑證,,存託憑證,,,
9110,越南控-DR,,,,,,
9136,巨騰-DR,,,,,,
9802,鈺齊-KY,,,,,,
9902,台火,,,,,,
9904,寶成,,,,,,
9905,大華,,,,,,
