audit_id,record_type,record_id,period,source_role,official_url,scope_evidence,taxonomy_evidence,availability_evidence,revision_evidence,raw_payload_sha256,member_count,pit_eligible,formal_model_use_allowed,audit_status,blocker
financial_statement_historical_pit_source_audit_v4,raw_archive,t57_2330_2013Q1,2013Q1,visible_pdf_index_response,https://doc.twse.com.tw/server-java/t57sb01,related_record_ids=2013Q1_2330_cr_upload;external_archive_relative_path=20260716144649_t57_2330_2013Q1_8521042ec753b3d2.html,source_id=mops_financial_report_document_index,captured_at=2026-07-16T14:46:49+08:00;official_public_at=2013-05-15T14:26:07+08:00;availability_precision=visible_document_upload_timestamp_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://8521042ec753b3d2395f6afdf5c38e0e135734c031c27db67c8022c16fab33d9;raw_byte_count=7869,request=GET step=1;colorchg=1;co_id=2330;year=102;seamon=;mtype=A;archive_status=external_content_addressed_archive_verified;notes=Visible PDF upload metadata cannot be assigned to XBRL facts.,8521042ec753b3d2395f6afdf5c38e0e135734c031c27db67c8022c16fab33d9,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t57_5347_2013Q1,2013Q1,visible_pdf_index_response,https://doc.twse.com.tw/server-java/t57sb01,related_record_ids=2013Q1_5347_cr_upload;external_archive_relative_path=20260716144649_t57_5347_2013Q1_4cd786421ee144e8.html,source_id=mops_financial_report_document_index,captured_at=2026-07-16T14:46:49+08:00;official_public_at=2013-05-06T14:04:13+08:00;availability_precision=visible_document_upload_timestamp_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://4cd786421ee144e80e5e274fc7e895dd57b119f21b21d138c7d2306682690622;raw_byte_count=5507,request=GET step=1;colorchg=1;co_id=5347;year=102;seamon=;mtype=A;archive_status=external_content_addressed_archive_verified;notes=Visible PDF upload metadata cannot be assigned to XBRL facts.,4cd786421ee144e80e5e274fc7e895dd57b119f21b21d138c7d2306682690622,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t57_2881_2013Q1,2013Q1,visible_pdf_index_response,https://doc.twse.com.tw/server-java/t57sb01,related_record_ids=2013Q1_2881_cr_upload;external_archive_relative_path=20260716144649_t57_2881_2013Q1_e3c4b9abe341f039.html,source_id=mops_financial_report_document_index,captured_at=2026-07-16T14:46:49+08:00;official_public_at=2013-05-30T09:46:03+08:00;availability_precision=visible_document_upload_timestamp_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://e3c4b9abe341f0391a1f41afc1fbe9b853970c30875fea49a0fb9e395c0d84af;raw_byte_count=5044,request=POST step=1;colorchg=1;co_id=2881;year=102;seamon=;mtype=A;check2858=Y;archive_status=external_content_addressed_archive_verified;notes=Visible PDF upload metadata cannot be assigned to XBRL facts.,e3c4b9abe341f0391a1f41afc1fbe9b853970c30875fea49a0fb9e395c0d84af,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t57_2816_2013Q1,2013Q1,visible_pdf_index_response,https://doc.twse.com.tw/server-java/t57sb01,related_record_ids=2013Q1_2816_ir_upload;2013Q1_2816_ir_revision;external_archive_relative_path=20260716144649_t57_2816_2013Q1_83fc61b4a444c132.html,source_id=mops_financial_report_document_index,captured_at=2026-07-16T14:46:49+08:00;official_public_at=2013-04-30T14:58:52+08:00;availability_precision=visible_document_upload_timestamp_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://83fc61b4a444c132ba9e4c5ea7c7af4d1cbadcff97905bc63a1c9a9bdd2e2b74;raw_byte_count=5247,request=GET step=1;colorchg=1;co_id=2816;year=102;seamon=;mtype=A;archive_status=external_content_addressed_archive_verified;notes=Visible document upload precedes a known correction but is not XBRL revision filed_at.,83fc61b4a444c132ba9e4c5ea7c7af4d1cbadcff97905bc63a1c9a9bdd2e2b74,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t05_2816_2013Q1_correction,2013Q1,material_information_correction,https://mopsov.twse.com.tw/mops/web/ajax_t05st01,related_record_ids=2013Q1_2816_ir_revision;external_archive_relative_path=20260716144759_t05_2816_2013Q1_correction_cdeda2e1ae85b034.html,source_id=mops_historical_material_information,captured_at=2026-07-16T14:47:59+08:00;official_public_at=2013-05-16T18:53:38+08:00;availability_precision=announcement_timestamp_for_mentioned_fields_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://cdeda2e1ae85b03409a2025f58d23c06d27b5e5647e5e0cacf9bf90a793035b1;raw_byte_count=6468,request=POST step=2;TYPEK=sii;co_id=2816;year=102;spoke_date=20130516;spoke_time=185338;seq_no=1;archive_status=external_content_addressed_archive_verified;notes=Announcement timestamp applies only to fields present in the announcement.,cdeda2e1ae85b03409a2025f58d23c06d27b5e5647e5e0cacf9bf90a793035b1,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t56_2816_2013Q1_correction,2013Q1,financial_report_correction_detail,https://mopsov.twse.com.tw/mops/web/ajax_t56sb31_q1,related_record_ids=2013Q1_2816_ir_revision;external_archive_relative_path=20260716144759_t56_2816_2013Q1_eb101c71b11be2e7.html,source_id=mops_financial_report_correction,captured_at=2026-07-16T14:47:59+08:00;official_public_at=2013-05-16;availability_precision=correction_date_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://eb101c71b11be2e79fccba32c22843f5b4f224bed9e9ea86ffe08f3c96af0f23;raw_byte_count=66388,request=GET step=2;TYPEK=sii;CID=2816;YEAR_SEASON=201301;RID=3;DTYPE=I2;SKEY=1;archive_status=external_content_addressed_archive_verified;notes=Correction detail does not supply immutable before and after payloads.,eb101c71b11be2e79fccba32c22843f5b4f224bed9e9ea86ffe08f3c96af0f23,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t57_pdf_2816_2013Q1,2013Q1,current_canonical_financial_report_pdf,https://doc.twse.com.tw/server-java/t57sb01,related_record_ids=2013Q1_2816_ir_revision;external_archive_relative_path=20260716144759_t57_pdf_2816_2013Q1_df3bd64b27dfc2bf.pdf,source_id=mops_financial_report_document_index,captured_at=2026-07-16T14:47:59+08:00;official_public_at=2013-04-30T14:58:52+08:00;availability_precision=visible_document_upload_timestamp_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://df3bd64b27dfc2bf53a75f1560a152aed7361d2ba8ee9605715ed81709470e0b;raw_byte_count=449064,request=POST step=9;kind=A;co_id=2816;filename=201301_2816_AI2.pdf then GET generated /pdf path;archive_status=external_content_addressed_archive_verified;notes=Current canonical PDF is retained but public prior payload selection is unavailable.,df3bd64b27dfc2bf53a75f1560a152aed7361d2ba8ee9605715ed81709470e0b,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t57_2330_2025Q1,2025Q1,visible_pdf_index_response,https://doc.twse.com.tw/server-java/t57sb01,related_record_ids=2025Q1_2330_cr_upload;external_archive_relative_path=20260716144649_t57_2330_2025Q1_cfe39d9ba137ca01.html,source_id=mops_financial_report_document_index,captured_at=2026-07-16T14:46:49+08:00;official_public_at=2025-05-15T13:40:15+08:00;availability_precision=visible_document_upload_timestamp_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://cfe39d9ba137ca012caf74ebddfdb30aba1f00b7d34e9141941a8649036f3878;raw_byte_count=7869,request=GET step=1;colorchg=1;co_id=2330;year=114;seamon=;mtype=A;archive_status=external_content_addressed_archive_verified;notes=Visible PDF upload metadata cannot be assigned to XBRL facts.,cfe39d9ba137ca012caf74ebddfdb30aba1f00b7d34e9141941a8649036f3878,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t57_5347_2025Q1,2025Q1,visible_pdf_index_response,https://doc.twse.com.tw/server-java/t57sb01,related_record_ids=2025Q1_5347_cr_upload;external_archive_relative_path=20260716144649_t57_5347_2025Q1_dcd2cc6710219df6.html,source_id=mops_financial_report_document_index,captured_at=2026-07-16T14:46:49+08:00;official_public_at=2025-05-06T13:48:16+08:00;availability_precision=visible_document_upload_timestamp_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://dcd2cc6710219df67a31c34f34c91938423e17a18c31f09baa6a0bfcaa0d23cf;raw_byte_count=7867,request=GET step=1;colorchg=1;co_id=5347;year=114;seamon=;mtype=A;archive_status=external_content_addressed_archive_verified;notes=Visible PDF upload metadata cannot be assigned to XBRL facts.,dcd2cc6710219df67a31c34f34c91938423e17a18c31f09baa6a0bfcaa0d23cf,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t57_2881_2025Q1,2025Q1,visible_pdf_index_response,https://doc.twse.com.tw/server-java/t57sb01,related_record_ids=2025Q1_2881_cr_upload;external_archive_relative_path=20260716144649_t57_2881_2025Q1_4e17588aff0088db.html,source_id=mops_financial_report_document_index,captured_at=2026-07-16T14:46:49+08:00;official_public_at=2025-05-29T16:03:54+08:00;availability_precision=visible_document_upload_timestamp_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://4e17588aff0088db3a3ea6546b6f4d4001b61310aad4fc354ec9994ea6d18e7e;raw_byte_count=6932,request=POST step=1;colorchg=1;co_id=2881;year=114;seamon=;mtype=A;check2858=Y;archive_status=external_content_addressed_archive_verified;notes=Visible PDF upload metadata cannot be assigned to XBRL facts.,4e17588aff0088db3a3ea6546b6f4d4001b61310aad4fc354ec9994ea6d18e7e,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t57_2816_2025Q1,2025Q1,visible_pdf_index_response,https://doc.twse.com.tw/server-java/t57sb01,related_record_ids=2025Q1_2816_ir_upload;external_archive_relative_path=20260716144649_t57_2816_2025Q1_71ef7f2d5c6e6379.html,source_id=mops_financial_report_document_index,captured_at=2026-07-16T14:46:49+08:00;official_public_at=2025-05-12T12:22:03+08:00;availability_precision=visible_document_upload_timestamp_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://71ef7f2d5c6e637943e4936467b4101556738850bc96469ceb90a3bd9c15221a;raw_byte_count=6932,request=GET step=1;colorchg=1;co_id=2816;year=114;seamon=;mtype=A;archive_status=external_content_addressed_archive_verified;notes=Visible PDF upload metadata cannot be assigned to XBRL facts.,71ef7f2d5c6e637943e4936467b4101556738850bc96469ceb90a3bd9c15221a,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t05_4552_2025Q1_initial,2025Q1,material_information_initial_metric,https://mopsov.twse.com.tw/mops/web/ajax_t05st01,related_record_ids=2025Q1_4552_cr_revision_leakage;external_archive_relative_path=20260716144759_t05_4552_2025Q1_initial_21aab3bf2402bd1e.html,source_id=mops_historical_material_information,captured_at=2026-07-16T14:47:59+08:00;official_public_at=2025-05-13T13:59:37+08:00;availability_precision=announcement_timestamp_for_mentioned_fields_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://21aab3bf2402bd1ebf4dfdaf6eb3f7aa2b6ddb19e42e5baa635aa41ba45ed16a;raw_byte_count=6379,request=POST step=2;TYPEK=sii;co_id=4552;year=114;spoke_date=20250513;spoke_time=135937;seq_no=2;archive_status=external_content_addressed_archive_verified;notes=Initial EPS announcement timestamp applies only to the announced metric.,21aab3bf2402bd1ebf4dfdaf6eb3f7aa2b6ddb19e42e5baa635aa41ba45ed16a,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t05_4552_2025Q1_correction,2025Q1,material_information_metric_correction,https://mopsov.twse.com.tw/mops/web/ajax_t05st01,related_record_ids=2025Q1_4552_cr_revision_leakage;external_archive_relative_path=20260716144759_t05_4552_2025Q1_correction_beed0b027b4b677f.html,source_id=mops_historical_material_information,captured_at=2026-07-16T14:47:59+08:00;official_public_at=2025-05-16T15:06:12+08:00;availability_precision=announcement_timestamp_for_mentioned_fields_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://beed0b027b4b677f63d2c61ee713032d85adcfca0e5c70ede7bd2cca62fc07c7;raw_byte_count=6009,request=POST step=2;TYPEK=sii;co_id=4552;year=114;spoke_date=20250516;spoke_time=150612;seq_no=1;archive_status=external_content_addressed_archive_verified;notes=Correction proves EPS change but not complete statement version lineage.,beed0b027b4b677f63d2c61ee713032d85adcfca0e5c70ede7bd2cca62fc07c7,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t56_4552_2025Q1_correction,2025Q1,financial_report_correction_detail,https://mopsov.twse.com.tw/mops/web/ajax_t56sb31_q1,related_record_ids=2025Q1_4552_cr_revision_leakage;external_archive_relative_path=20260716144759_t56_4552_2025Q1_ec66623bbe9d3ed2.html,source_id=mops_financial_report_correction,captured_at=2026-07-16T14:47:59+08:00;official_public_at=2025-05-16;availability_precision=correction_date_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://ec66623bbe9d3ed2975317743339acaa5a26dc1ce72976193195244a565832b0;raw_byte_count=61292,request=GET step=2;TYPEK=sii;CID=4552;YEAR_SEASON=202501;RID=4;DTYPE=I1;SKEY=1;archive_status=external_content_addressed_archive_verified;notes=Correction detail does not supply immutable before and after payloads.,ec66623bbe9d3ed2975317743339acaa5a26dc1ce72976193195244a565832b0,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t57_4552_2025Q1,2025Q1,visible_pdf_index_response,https://doc.twse.com.tw/server-java/t57sb01,related_record_ids=2025Q1_4552_cr_revision_leakage;external_archive_relative_path=20260716144759_t57_4552_2025Q1_34d6b6a44dab3dc1.html,source_id=mops_financial_report_document_index,captured_at=2026-07-16T14:47:59+08:00;official_public_at=2025-05-13T15:22:01+08:00;availability_precision=visible_document_upload_timestamp_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://34d6b6a44dab3dc1f2b1beb27ffef5b4243c70cd62c22a9ebc404d9a2eaff91e;raw_byte_count=7136,request=GET step=1;colorchg=1;co_id=4552;year=114;seamon=;mtype=A;archive_status=external_content_addressed_archive_verified;notes=Visible document upload precedes a known correction but is not XBRL revision filed_at.,34d6b6a44dab3dc1f2b1beb27ffef5b4243c70cd62c22a9ebc404d9a2eaff91e,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t57_pdf_4552_2025Q1,2025Q1,current_canonical_financial_report_pdf,https://doc.twse.com.tw/server-java/t57sb01,related_record_ids=2025Q1_4552_cr_revision_leakage;external_archive_relative_path=20260716144759_t57_pdf_4552_2025Q1_99a7320d1c22d35c.pdf,source_id=mops_financial_report_document_index,captured_at=2026-07-16T14:47:59+08:00;official_public_at=2025-05-13T15:22:01+08:00;availability_precision=visible_document_upload_timestamp_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://99a7320d1c22d35c0b88166655f6912b6da26f53869ca1f0276afaa42cd20fd4;raw_byte_count=1062162,request=POST step=9;kind=A;co_id=4552;filename=202501_4552_AI1.pdf then GET generated /pdf path;archive_status=external_content_addressed_archive_verified;notes=Current canonical PDF is retained but public prior payload selection is unavailable.,99a7320d1c22d35c0b88166655f6912b6da26f53869ca1f0276afaa42cd20fd4,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,xbrl_4552_2025Q1_current,2025Q1,current_visible_company_xbrl,https://mopsov.twse.com.tw/server-java/t164sb01,related_record_ids=2025Q1_4552_cr_revision_leakage;external_archive_relative_path=20260716144759_xbrl_4552_2025Q1_8d23008d8565964a.zip,source_id=mops_xbrl_single_company,captured_at=2026-07-16T14:47:59+08:00;official_public_at=none;availability_precision=current_payload_capture_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://8d23008d8565964acf1c784102411a5e7217d86849ed239001740448c611f277;raw_byte_count=412344,request=GET functionName=t164sb01;step=9;co_id=4552;year=2025;season=1;report_id=C;archive_status=external_content_addressed_archive_verified;notes=Current XBRL contains corrected EPS and cannot be assigned to the initial public time.,8d23008d8565964acf1c784102411a5e7217d86849ed239001740448c611f277,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,twse_correction_guidance,current_process_guidance,official_correction_process_guidance,https://www.twse.com.tw/staticFiles/news/event/ff80808167ee6fdf0169be45e16c09db.pdf,related_record_ids=twse_financial_report_correction_guidance;external_archive_relative_path=20260716152627_twse_correction_guidance_7c5502cbcd4eab7f.pdf,source_id=twse_financial_report_correction_guidance,captured_at=2026-07-16T15:26:27+08:00;official_public_at=none;availability_precision=current_document_capture_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://7c5502cbcd4eab7f391c40e24a5375b1b8f9a4cea8e3aa345c674623d595cd1e;raw_byte_count=4772785,request=GET official filing guidance PDF pages 21-22;archive_status=external_content_addressed_archive_verified;notes=HTTP Last-Modified is metadata and is not treated as company filing availability.,7c5502cbcd4eab7f391c40e24a5375b1b8f9a4cea8e3aa345c674623d595cd1e,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t56_attachment_2816_2013Q1,2013Q1,financial_report_correction_attachment_selected_pages,https://mopsov.twse.com.tw/nas/t56sa23/201301/t56sa23_2816_201301_3_1.pdf,related_record_ids=2013Q1_2816_ir_revision;external_archive_relative_path=202607170335_t56_attachment_2816_2013Q1_899a2483f1d50277.pdf,source_id=mops_financial_report_correction,captured_at=2026-07-17T03:35:41+08:00;official_public_at=2013-05-16;availability_precision=correction_attachment_link_date_only_not_filed_at;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://899a2483f1d50277e5f4967aa45bd971b7cf373de57d672b62f9a6af467348be;raw_byte_count=300050,request=GET official t56 correction attachment;archive_status=external_content_addressed_archive_verified;notes=Eleven nonconsecutive selected report pages are retained; PDF creation metadata is not official public availability.,899a2483f1d50277e5f4967aa45bd971b7cf373de57d672b62f9a6af467348be,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t56_attachment_4552_2025Q1,2025Q1,financial_report_correction_attachment_selected_pages,https://mopsov.twse.com.tw/nas/t56sa23/202501/t56sa23_4552_202501_4_2_I1.pdf,related_record_ids=2025Q1_4552_cr_revision_leakage;external_archive_relative_path=202607170335_t56_attachment_4552_2025Q1_24382f38ae0fb50a.pdf,source_id=mops_financial_report_correction,captured_at=2026-07-17T03:35:40+08:00;official_public_at=2025-05-16;availability_precision=correction_attachment_link_date_only_not_filed_at;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://24382f38ae0fb50a6894d82495b519b69ce0174c6e5ce783f83223a70b89e325;raw_byte_count=734170,request=GET official t56 correction attachment;archive_status=external_content_addressed_archive_verified;notes=Two selected corrected report pages are retained; scanner creation metadata is not official public availability.,24382f38ae0fb50a6894d82495b519b69ce0174c6e5ce783f83223a70b89e325,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,twse_openapi_swagger,current_schema_contract,api_schema_contract_current,https://openapi.twse.com.tw/v1/swagger.json,related_record_ids=twse_openapi_financial_statement_current_snapshot;2026Q1_twse_openapi_L_ci_snapshot;external_archive_relative_path=20260717034248_twse_openapi_swagger_2c2cecccb7a220ac.json,source_id=twse_openapi_financial_statement_current_snapshot,captured_at=2026-07-17T03:42:48+08:00;official_public_at=none;availability_precision=capture_time_only_not_company_availability;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://2c2cecccb7a220ac9e263228a7659aa49b1ada5aea397650e601ad3dfcc48043;raw_byte_count=306043,request=GET /v1/swagger.json;archive_status=external_content_addressed_archive_verified;notes=Schema lists current L and X industry endpoints without historical company filed_at or revision selection.,2c2cecccb7a220ac9e263228a7659aa49b1ada5aea397650e601ad3dfcc48043,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,twse_openapi_L_ci_2026Q1,2026Q1,current_financial_statement_snapshot,https://openapi.twse.com.tw/v1/opendata/t187ap06_L_ci,related_record_ids=2026Q1_twse_openapi_L_ci_snapshot;external_archive_relative_path=20260717034248_twse_openapi_t187ap06_L_ci_31c1e47fd73e5c35.json,source_id=twse_openapi_financial_statement_current_snapshot,captured_at=2026-07-17T03:42:48+08:00;official_public_at=none;availability_precision=dataset_output_date_only_not_company_filed_at;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://31c1e47fd73e5c3597638d0f596e900bee09b41bc96c54c6eea6a2b95f0eef52;raw_byte_count=1404295,request=GET /v1/opendata/t187ap06_L_ci;archive_status=external_content_addressed_archive_verified;notes=The 1043 rows all report 出表日期 1150716 year 115 season 1 and expose no company filed_at revision id or version selector.,31c1e47fd73e5c3597638d0f596e900bee09b41bc96c54c6eea6a2b95f0eef52,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t05_api_2348_2026Q1_may,2026Q1,material_information_month_list,https://mops.twse.com.tw/mops/api/t05st01,related_record_ids=2026Q1_2348_cr_revision_1;external_archive_relative_path=20260717034949_t05_api_2348_2026Q1_may_0dbb39dd202f85c5.json,source_id=mops_historical_material_information,captured_at=2026-07-17T03:49:49+08:00;official_public_at=2026-05-25T15:59:11+08:00;availability_precision=announcement_list_contains_exact_event_time;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://0dbb39dd202f85c5ac07297e74b4abcdd6f0898870538622e77afe5f7c50b94e;raw_byte_count=3113,request=POST JSON companyId=2348;year=115;month=5;firstDay=1;lastDay=31;archive_status=external_content_addressed_archive_verified;notes=Response query datetime makes each acquisition hash observational while the event time is an official announcement field.,0dbb39dd202f85c5ac07297e74b4abcdd6f0898870538622e77afe5f7c50b94e,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t05_api_2348_2026Q1_june,2026Q1,material_information_month_list,https://mops.twse.com.tw/mops/api/t05st01,related_record_ids=2026Q1_2348_cr_revision_2;external_archive_relative_path=20260717034949_t05_api_2348_2026Q1_june_908fd10b49709f98.json,source_id=mops_historical_material_information,captured_at=2026-07-17T03:49:49+08:00;official_public_at=2026-06-03T15:38:46+08:00;availability_precision=announcement_list_contains_exact_event_time;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://908fd10b49709f985bbd287de9ef605a38a2fb93b8243183d653c0f415ca150f;raw_byte_count=1889,request=POST JSON companyId=2348;year=115;month=6;firstDay=1;lastDay=30;archive_status=external_content_addressed_archive_verified;notes=Response query datetime makes each acquisition hash observational while the event time is an official announcement field.,908fd10b49709f985bbd287de9ef605a38a2fb93b8243183d653c0f415ca150f,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
financial_statement_historical_pit_source_audit_v4,raw_archive,t05_api_2348_2026Q1_revision1,2026Q1,material_information_revision_detail,https://mops.twse.com.tw/mops/api/t05st01_detail,related_record_ids=2026Q1_2348_cr_revision_1;external_archive_relative_path=20260717034950_t05_api_2348_2026Q1_revision1_1df555073fa7fcd0.json,source_id=mops_historical_material_information,captured_at=2026-07-17T03:49:50+08:00;official_public_at=2026-05-25T15:59:11+08:00;availability_precision=announcement_timestamp_for_mentioned_fields_only;archive_root_id=codex_data_archives_taiwan_stock_financial_statement_historical_pit_source_audit_v1;raw_archive_ref=sha256://1df555073fa7fcd00322e4c7c9d727708a7785346d0554b3b4b7b3f289db0f02;raw_byte_count=3369,request=POST JSON enterDate=1150525;serialNumber=1;companyId=2348;marketKind=sii;archive_status=external_content_addressed_archive_verified;notes=Announcement states financial-report and iXBRL correction followed by reupload but does not expose the complete revised payload.,1df555073fa7fcd00322e4c7c9d727708a7785346d0554b3b4b7b3f289db0f02,,False,False,external_content_addressed_archive_verified,raw_retained_but_exact_xbrl_fact_availability_and_complete_revision_payload_lineage_unavailable
