path,artifact_type,owner_lane,producer,known_consumers,referenced_by_scripts,referenced_by_docs,referenced_by_workflows,referenced_by_validators,latest_modified_date,tracked_in_git,classification,recommended_action,delete_risk,notes
output/latest/individual_stock_reports/chatgpt_packets/3229_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3230_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3231_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3232_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3234_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3236_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3252_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3257_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3259_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3260_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3264_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3265_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3266_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3268_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3272_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3276_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3284_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3285_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3287_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3288_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3289_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3290_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3293_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3294_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3296_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3297_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3303_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3305_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3306_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3308_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3310_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3311_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3312_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3313_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3317_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3321_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3322_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3323_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3324_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3325_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3332_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3338_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3339_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3346_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3349_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3354_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3356_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3357_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3360_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3362_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
output/latest/individual_stock_reports/chatgpt_packets/3363_packet_latest.md,md,individual_stock,scripts/build_individual_stock_chatgpt_packets.py,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,docs/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv;output/latest/individual_stock_reports/individual_stock_chatgpt_packet_index.csv,,,2026-06-20,true,packet_manifest_necessary,keep,high,relocated_to_individual_stock_reports;canonical_path;do_not_delete_without_lifecycle_pr
