path,type,owner,status,called_by_workflow,imported_by,tested_by,documented_by,writes_artifact,reads_artifact,keep_reason,delete_reason,removal_risk
scripts/build_tdcc_weekly_ranking_backtest.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,tests/test_tdcc_weekly_ranking_backtest.py,tests/test_tdcc_weekly_ranking_backtest.py,,,,research/backtest script: build_tdcc_weekly_ranking_backtest,,medium
scripts/build_theme_event_watch.py,python,catalyst_event,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/event_catalyst_update.yml;.github/workflows/weekly_theme_review.yml,tests/test_theme_event_watch.py,tests/test_catalyst_pages_sync.py;tests/test_daily_production_boundaries.py;tests/test_theme_event_watch.py,,,,catalyst/event data script: build_theme_event_watch,,medium
scripts/build_volume_attack_theme_layer.py,python,daily_production,active,.github/workflows/daily_full_pipeline.yml,,,,,,daily production script: build_volume_attack_theme_layer,,high
scripts/build_volume_breakout_confirmed_operation_backtest.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,tests/test_daily_volume_breakout_operation_section.py;tests/test_volume_breakout_confirmed_operation_backtest.py,tests/test_daily_volume_breakout_operation_section.py;tests/test_volume_breakout_confirmed_operation_backtest.py,,,,research/backtest script: build_volume_breakout_confirmed_operation_backtest,,medium
scripts/build_volume_breakout_operation_pdf_preview.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,tests/test_volume_breakout_operation_pdf_preview.py,tests/test_volume_breakout_operation_pdf_preview.py,,,,research/backtest script: build_volume_breakout_operation_pdf_preview,,medium
scripts/build_volume_breakout_pattern_classification.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,scripts/build_volume_breakout_confirmed_operation_backtest.py;tests/test_volume_breakout_pattern_classification.py,tests/test_volume_breakout_pattern_classification.py,,,,research/backtest script: build_volume_breakout_pattern_classification,,medium
scripts/build_volume_breakout_tdcc_confluence_backtest.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,tests/test_volume_breakout_tdcc_confluence_backtest.py,tests/test_volume_breakout_tdcc_confluence_backtest.py,,,,research/backtest script: build_volume_breakout_tdcc_confluence_backtest,,medium
scripts/build_volume_breakout_watch.py,python,daily_production,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/research_backtest_pipeline.yml,scripts/build_historical_pattern_operation_registry.py;scripts/build_volume_breakout_confirmed_operation_backtest.py;tests/test_volume_breakout_watch.py,tests/test_daily_production_boundaries.py;tests/test_volume_breakout_watch.py,,,,daily production script: build_volume_breakout_watch,,high
scripts/build_warrant_market_report.py,python,warrant,active,.github/workflows/daily_full_pipeline.yml,,tests/test_warrant_market_report_fallback.py,docs/daily_pdf_template_independence_inventory.md;docs/pdf_production_inventory.md,output/latest/warrant_market_report_latest.pdf,output/latest/warrant_flow_latest.csv,warrant data/report script: build_warrant_market_report,,high
scripts/build_weekly_surge_multifactor_candidates.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,scripts/build_weekly_surge_strict_parameter_candidates.py,,,,,research/backtest script: build_weekly_surge_multifactor_candidates,,medium
scripts/build_weekly_surge_strict_parameter_candidates.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,research/backtest script: build_weekly_surge_strict_parameter_candidates,,medium
scripts/check_raw_data_health.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/individual_stock_report.yml,,tests/test_daily_production_boundaries.py,,,,repository infrastructure script: check_raw_data_health,,high
scripts/ci_push_with_retry.sh,executable_script,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/individual_stock_data_refresh.yml;.github/workflows/official_price_backfill.yml;.github/workflows/research_backtest_pipeline.yml,,,,,,GitHub Actions push retry helper used after generated artifact commits,,high
scripts/fetch_futures_options_indicators.py,python,market_risk,active,.github/workflows/daily_full_pipeline.yml,,,,,,market risk/context script: fetch_futures_options_indicators,,medium
scripts/fetch_market_abnormal_status.py,python,market_risk,active,.github/workflows/daily_full_pipeline.yml,,,,,,market risk/context script: fetch_market_abnormal_status,,medium
scripts/fetch_official_warrant_daily.py,python,warrant,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/warrant_flow.yml,,tests/test_warrant_fetch_fallback.py,,,,warrant data/report script: fetch_official_warrant_daily,,high
scripts/generate_chatgpt_side_daily_reports.py,python,daily_production,active,,tests/test_daily_volume_breakout_operation_section.py,tests/test_chatgpt_daily_report_entrypoint.py;tests/test_chatgpt_side_pdf_contract.py;tests/test_chatgpt_side_pdf_independent_layouts.py;tests/test_chatgpt_side_pdf_pagebreaks.py;tests/test_daily_production_boundaries.py;tests/test_daily_volume_breakout_operation_section.py,AGENTS.md;docs/CHATGPT_DAILY_REPORT_USAGE_PROMPT.md;docs/CODEX_THREAD_WORKFLOW.md;docs/daily_pdf_template_independence_inventory.md;docs/pdf_production_inventory.md;docs/specs/volume_breakout_operation_pdf_table_spec.md;docs/thread_templates/daily_production.md;rules/daily_stock_candidate_rules.md,,,ChatGPT-side daily PDF renderer called only by entrypoint,,high
scripts/generate_daily_signal_performance_report.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,docs/daily_pdf_template_independence_inventory.md;docs/pdf_production_inventory.md,output/latest/daily_signal_performance_monthly_latest.pdf;output/latest/daily_signal_performance_weekly_latest.pdf,output/latest/daily_signal_performance_summary_latest.csv,daily signal performance research PDF reports,,medium
scripts/generate_individual_stock_report.py,python,individual_stock,active,.github/workflows/individual_stock_report.yml,,,docs/daily_pdf_template_independence_inventory.md;docs/pdf_production_inventory.md,output/latest/individual_stock_reports_index.md,output/latest/individual_stock_available_raw_data_index.csv,individual-stock PDF report renderer,,medium
scripts/import_stock_theme_manual_overrides.py,python,daily_production,active,,tests/test_stock_theme_manual_import.py,tests/test_stock_theme_manual_import.py,,,,daily production script: import_stock_theme_manual_overrides,,high
scripts/research_explosive_volume_up.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,research/backtest script: research_explosive_volume_up,,medium
scripts/research_weekly_20pct_surge_volume.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,scripts/build_daily_model_parameter_research.py;scripts/build_weekly_surge_multifactor_candidates.py;scripts/research_weekly_surge_multifactor_grid.py;scripts/research_weekly_surge_strict_parameter_search.py;scripts/research_weekly_surge_technical_grid.py;scripts/research_weekly_surge_theme_segments.py,,,,,research/backtest script: research_weekly_20pct_surge_volume,,medium
scripts/research_weekly_surge_multifactor_grid.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,scripts/build_weekly_surge_multifactor_candidates.py;scripts/research_weekly_surge_strict_parameter_search.py,,,,,research/backtest script: research_weekly_surge_multifactor_grid,,medium
scripts/research_weekly_surge_strict_parameter_search.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,scripts/build_weekly_surge_strict_parameter_candidates.py,,,,,research/backtest script: research_weekly_surge_strict_parameter_search,,medium
scripts/research_weekly_surge_technical_grid.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,scripts/build_daily_model_parameter_research.py;scripts/build_weekly_surge_multifactor_candidates.py;scripts/research_weekly_surge_multifactor_grid.py;scripts/research_weekly_surge_strict_parameter_search.py,,,,,research/backtest script: research_weekly_surge_technical_grid,,medium
scripts/research_weekly_surge_theme_segments.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,scripts/build_daily_model_parameter_research.py;scripts/build_weekly_surge_multifactor_candidates.py;scripts/research_weekly_surge_multifactor_grid.py;scripts/research_weekly_surge_technical_grid.py,,,,,research/backtest script: research_weekly_surge_theme_segments,,medium
scripts/resolve_daily_report_source_state.py,python,repo_infrastructure,active,,scripts/generate_chatgpt_side_daily_reports.py;scripts/run_chatgpt_daily_report_entrypoint.py;scripts/validate_chatgpt_daily_report_new_conversation_replay.py;tests/test_chatgpt_daily_report_entrypoint.py;tests/test_daily_report_source_resolver.py,tests/test_chatgpt_daily_report_entrypoint.py;tests/test_daily_production_boundaries.py;tests/test_daily_report_source_resolver.py,,,,repository infrastructure script: resolve_daily_report_source_state,,high
scripts/run_chatgpt_daily_report_entrypoint.py,python,daily_production,active,,tests/test_chatgpt_daily_report_entrypoint.py,tests/test_chatgpt_daily_report_entrypoint.py;tests/test_daily_production_boundaries.py,AGENTS.md;docs/CHATGPT_DAILY_REPORT_USAGE_PROMPT.md;docs/CODEX_THREAD_WORKFLOW.md;docs/daily_pdf_template_independence_inventory.md;docs/latest/READ_ME_FIRST_DAILY_REPORT.txt;docs/latest/chatgpt_daily_report_packet_latest.txt;docs/pdf_production_inventory.md;docs/repo_production_inventory.md;docs/thread_templates/daily_production.md;output/latest/CHATGPT_DAILY_REPORT_PACKET.txt;output/latest/READ_ME_FIRST_DAILY_REPORT.txt;output/latest/chatgpt_daily_report_packet_latest.txt;output/latest/report_publish_check_latest.md;rules/daily_stock_candidate_rules.md;rules/master_priority_rules.md;rules/rules_index_latest.md,,,official ChatGPT-side daily PDF entrypoint with freshness gate,,high
scripts/sync_catalyst_pages_artifacts.py,python,catalyst_event,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/event_catalyst_update.yml;.github/workflows/weekly_theme_review.yml,tests/test_catalyst_pages_sync.py,tests/test_catalyst_pages_sync.py,,,,catalyst/event data script: sync_catalyst_pages_artifacts,,medium
scripts/tdcc_stock_history_utils.py,python,tdcc_weekly,active,,scripts/build_tdcc_stock_history.py;scripts/generate_individual_stock_report.py,,,,,TDCC weekly/holder-flow script: tdcc_stock_history_utils,,medium
scripts/trace_runtime_file_lineage.py,python,repo_infrastructure,active,,,tests/test_repo_advanced_integrity.py,docs/repo_production_inventory.md,,,runtime file lineage tracing helper for production source audits,,high
scripts/tracking_utils.py,python,repo_infrastructure,active,,build_all_candidates_latest.py;build_daily_market_report_artifacts.py;merge_warrant_flow_into_candidates.py;scripts/action_decision_utils.py;scripts/apply_fundamental_catalyst_layer.py;scripts/apply_revenue_industry_applicability.py;scripts/audit_daily_candidate_model_selection_correctness.py;scripts/audit_daily_candidate_pipeline_integrity.py;scripts/audit_daily_data_layer_consistency.py;scripts/backfill_tdcc_history.py;scripts/build_approved_operation_patterns.py;scripts/build_candidate_repeat_appearance.py;scripts/build_chatgpt_indicator_usage_guide.py;scripts/build_daily_candidate_model_layer.py;scripts/build_daily_model_parameter_recommendations.py;scripts/build_daily_model_parameter_research.py;scripts/build_daily_published_snapshot_ranking_backtest.py;scripts/build_daily_short_term_specialty_packet.py;scripts/build_daily_theme_leadership_layer.py;scripts/build_individual_stock_technical_snapshot.py;scripts/build_market_regime_dashboard.py;scripts/build_market_sentiment_context.py;scripts/build_market_timing_chatgpt_packet.py;scripts/build_market_timing_technical_backtest.py;scripts/build_model_operation_readiness.py;scripts/build_non_revenue_momentum_watch.py;scripts/build_stock_theme_taxonomy.py;scripts/build_surge_precondition_model.py;scripts/build_tdcc_chatgpt_tracking_outputs.py;scripts/build_tdcc_overheated_short_term_edge.py;scripts/build_tdcc_pre_move_accumulation.py;scripts/build_tdcc_signal_effectiveness_report.py;scripts/build_tdcc_signal_structures.py;scripts/build_tdcc_weekly_candidate_reports.py;scripts/build_tdcc_weekly_ranking_backtest.py;scripts/build_theme_event_watch.py;scripts/build_volume_attack_theme_layer.py;scripts/build_volume_breakout_confirmed_operation_backtest.py;scripts/build_volume_breakout_operation_pdf_preview.py;scripts/build_volume_breakout_pattern_classification.py;scripts/build_volume_breakout_tdcc_confluence_backtest.py;scripts/build_warrant_market_report.py;scripts/fetch_futures_options_indicators.py;scripts/generate_daily_signal_performance_report.py;scripts/import_stock_theme_manual_overrides.py;scripts/research_explosive_volume_up.py;scripts/sync_catalyst_pages_artifacts.py;scripts/tdcc_stock_history_utils.py;scripts/update_catalyst_performance.py;scripts/update_daily_candidate_signal_log.py;scripts/update_daily_candidate_signal_performance.py;scripts/update_daily_published_model_snapshots.py;scripts/update_daily_theme_status_history.py;scripts/update_event_calendar_data.py;scripts/update_event_catalyst_data.py;scripts/update_market_index_history.py;scripts/update_tdcc_normalized_signal_performance.py;scripts/validate_approved_operation_patterns.py;scripts/validate_candidate_repeat_appearance.py;scripts/validate_catalyst_layer.py;scripts/validate_daily_candidate_model_layer.py;scripts/validate_daily_published_model_snapshots.py;scripts/validate_daily_published_snapshot_ranking_backtest.py;scripts/validate_daily_signal_performance.py;scripts/validate_daily_theme_leadership_layer.py;scripts/validate_event_calendar_data.py;scripts/validate_market_sentiment_context.py;scripts/validate_model_operation_readiness.py;scripts/validate_surge_precondition_model.py;tdcc_signal_tracker.py;tests/test_tracking_utils.py,tests/test_daily_production_boundaries.py;tests/test_tracking_utils.py,,,,repository infrastructure script: tracking_utils,,high
scripts/update_catalyst_performance.py,python,catalyst_event,active,.github/workflows/event_catalyst_update.yml;.github/workflows/research_backtest_pipeline.yml;.github/workflows/weekly_theme_review.yml,,,docs/fundamental_catalyst_layer.md,,,catalyst performance updater shared by catalyst and research workflows,,medium
scripts/update_daily_candidate_signal_log.py,python,daily_production,active,.github/workflows/daily_full_pipeline.yml,,,,,,daily production script: update_daily_candidate_signal_log,,high
scripts/update_daily_candidate_signal_performance.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,research/backtest script: update_daily_candidate_signal_performance,,medium
scripts/update_daily_published_model_snapshots.py,python,daily_production,active,.github/workflows/daily_full_pipeline.yml,scripts/validate_daily_published_model_snapshots.py;tests/test_daily_published_model_snapshots.py,tests/test_daily_production_boundaries.py;tests/test_daily_published_model_snapshots.py,,,,daily production model snapshot history updater,,high
scripts/update_daily_theme_status_history.py,python,daily_production,active,.github/workflows/daily_full_pipeline.yml,,tests/test_daily_production_boundaries.py,,,,daily production script: update_daily_theme_status_history,,high
scripts/update_event_calendar_data.py,python,catalyst_event,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/event_catalyst_update.yml;.github/workflows/weekly_theme_review.yml,tests/test_event_catalyst_source_parsers.py,tests/test_event_catalyst_source_parsers.py,,,,catalyst/event data script: update_event_calendar_data,,medium
scripts/update_event_catalyst_data.py,python,catalyst_event,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/event_catalyst_update.yml;.github/workflows/weekly_theme_review.yml,scripts/validate_catalyst_layer.py;tests/test_event_catalyst_source_parsers.py,tests/test_event_catalyst_source_parsers.py,,,,catalyst/event data script: update_event_catalyst_data,,medium
scripts/update_market_index_history.py,python,market_risk,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/research_backtest_pipeline.yml,,,,,,market risk/context script: update_market_index_history,,medium
scripts/update_tdcc_normalized_signal_performance.py,python,tdcc_weekly,active,.github/workflows/research_backtest_pipeline.yml;.github/workflows/tdcc_history_backfill.yml,,,,,,TDCC normalized signal performance updater for TDCC history and research views,,medium
scripts/validate_approved_operation_patterns.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,tests/test_repo_code_isolation_policy.py,,,,research/backtest script: validate_approved_operation_patterns,,medium
scripts/validate_apps_script_workflow_triggers.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/research_backtest_pipeline.yml,,tests/test_daily_production_boundaries.py,docs/thread_templates/research_backtest.md,,,Apps Script workflow trigger gate,,high
scripts/validate_candidate_repeat_appearance.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,,,,,validator: validate_candidate_repeat_appearance,,high
scripts/validate_catalyst_layer.py,python,catalyst_event,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/event_catalyst_update.yml;.github/workflows/weekly_theme_review.yml,,tests/test_catalyst_pages_sync.py,docs/fundamental_catalyst_layer.md,,,catalyst/event data script: validate_catalyst_layer,,medium
scripts/validate_chatgpt_daily_report_new_conversation_replay.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,tests/test_chatgpt_daily_report_new_conversation_replay.py,tests/test_chatgpt_daily_report_new_conversation_replay.py,,,,validator: replay official ChatGPT-side daily PDF entrypoint like a new conversation,,high
scripts/validate_chatgpt_side_pdf_contract.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,tests/test_chatgpt_side_pdf_contract.py,docs/pdf_production_inventory.md,,,validator: validate_chatgpt_side_pdf_contract,,high
scripts/validate_chatgpt_side_pdf_layout_independence.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,tests/test_chatgpt_side_pdf_independent_layouts.py;tests/test_repo_code_isolation_policy.py,AGENTS.md;docs/pdf_production_inventory.md;rules/daily_stock_candidate_rules.md,,,validator: validate_chatgpt_side_pdf_layout_independence,,high
scripts/validate_chatgpt_side_volume_operation_pdf_integration.py,python,repo_infrastructure,active,,tests/test_daily_volume_breakout_operation_section.py,tests/test_daily_volume_breakout_operation_section.py,docs/pdf_production_inventory.md,,,validator: validate_chatgpt_side_volume_operation_pdf_integration,,high
scripts/validate_daily_candidate_model_layer.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,,,,,validator: validate_daily_candidate_model_layer,,high
scripts/validate_daily_candidate_regression_cases.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,,,,,validator: validate_daily_candidate_regression_cases,,high
scripts/validate_daily_model_research_parity.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,tests/test_daily_model_parameter_research.py,tests/test_daily_model_parameter_research.py;tests/test_repo_code_isolation_policy.py,,,,research/backtest script: validate_daily_model_research_parity,,medium
scripts/validate_daily_production_boundaries.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,tests/test_daily_production_boundaries.py;tests/test_repo_advanced_integrity.py;tests/test_repo_code_isolation_policy.py;tests/test_repo_file_lifecycle_inventory.py;tests/test_repo_production_inventory.py;tests/test_repo_semantic_integrity.py,docs/pdf_production_inventory.md,,,daily production boundary gate,,high
scripts/validate_daily_publish_freshness_gate.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,scripts/resolve_daily_report_source_state.py;scripts/validate_daily_report_source_preflight.py,tests/test_daily_publish_freshness_gate.py,,,,validator: validate_daily_publish_freshness_gate,,high
scripts/validate_daily_published_model_snapshots.py,python,daily_production,active,.github/workflows/daily_full_pipeline.yml,tests/test_daily_published_model_snapshots.py,tests/test_daily_production_boundaries.py;tests/test_daily_published_model_snapshots.py,,,,daily production model snapshot history validator,,high
scripts/validate_daily_published_snapshot_ranking_backtest.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,published daily snapshot ranking backtest validator,,medium
scripts/validate_daily_report_source_preflight.py,python,repo_infrastructure,active,,,tests/test_daily_report_source_preflight.py,docs/pdf_production_inventory.md,,,validator: validate_daily_report_source_preflight,,high
scripts/validate_daily_signal_performance.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,docs/pdf_production_inventory.md,,,research/backtest script: validate_daily_signal_performance,,medium
scripts/validate_daily_staged_paths.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,tests/test_daily_production_boundaries.py,docs/pdf_production_inventory.md,,,daily pipeline staged-path gate,,high
scripts/validate_daily_theme_leadership_layer.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,tests/test_daily_production_boundaries.py,,,,validator: validate_daily_theme_leadership_layer,,high
scripts/validate_daily_volume_breakout_operation_section.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,tests/test_daily_volume_breakout_operation_section.py,,,,validator: validate_daily_volume_breakout_operation_section,,high
scripts/validate_data_freshness_latest.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/warrant_flow.yml,,,,,,validator: validate_data_freshness_latest,,high
scripts/validate_event_calendar_data.py,python,catalyst_event,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/event_catalyst_update.yml;.github/workflows/weekly_theme_review.yml,,tests/test_catalyst_pages_sync.py,,,,catalyst/event data script: validate_event_calendar_data,,medium
scripts/validate_historical_pattern_operation_registry.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,research/backtest script: validate_historical_pattern_operation_registry,,medium
scripts/validate_volume_breakout_buy_signal_grid.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,research/backtest script: validate_volume_breakout_buy_signal_grid,,medium
scripts/validate_volume_breakout_tdcc_buy_signal_grid.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,research/backtest script: validate_volume_breakout_tdcc_buy_signal_grid,,medium
scripts/validate_individual_stock_outputs.py,python,individual_stock,active,.github/workflows/individual_stock_data_refresh.yml;.github/workflows/individual_stock_report.yml,,,docs/pdf_production_inventory.md,,,individual stock report/data script: validate_individual_stock_outputs,,medium
scripts/validate_market_regime_dashboard.py,python,market_risk,active,.github/workflows/daily_full_pipeline.yml,,,docs/pdf_production_inventory.md,,,market risk/context script: validate_market_regime_dashboard,,medium
scripts/validate_market_sentiment_context.py,python,market_risk,active,.github/workflows/daily_full_pipeline.yml,,,,,,market risk/context script: validate_market_sentiment_context,,medium
scripts/validate_model_operation_readiness.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,tests/test_repo_code_isolation_policy.py,,,,research operation readiness validator,,medium
scripts/validate_no_conflict_markers.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/event_catalyst_update.yml;.github/workflows/weekly_theme_review.yml,,tests/test_no_conflict_markers.py,,,,merge-conflict marker gate,,high
scripts/validate_pdf_facing_display_text.py,python,repo_infrastructure,active,.github/workflows/tdcc_weekly.yml,,,docs/pdf_production_inventory.md,,,validator: validate_pdf_facing_display_text,,high
scripts/validate_pdf_production_inventory.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,tests/test_pdf_production_inventory.py,docs/pdf_production_inventory.md,,,PDF producer and publisher inventory gate,,high
scripts/validate_repo_advanced_integrity.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,tests/test_repo_advanced_integrity.py,docs/repo_production_inventory.md,,,"repo advanced integrity gate for runtime lineage contracts, PDF golden contracts, historical replay, model AST parity, and external source contracts",,high
scripts/validate_repo_code_isolation_policy.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,tests/test_repo_code_isolation_policy.py,AGENTS.md;docs/CODEX_THREAD_WORKFLOW.md;rules/master_priority_rules.md,,,business-surface code isolation policy gate,,high
scripts/validate_repo_file_lifecycle_inventory.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,tests/test_repo_file_lifecycle_inventory.py,docs/repo_production_inventory.md,,,repo-wide file lifecycle and deletion-readiness inventory gate,,high
scripts/validate_repo_production_inventory.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/individual_stock_data_refresh.yml;.github/workflows/individual_stock_report.yml;.github/workflows/research_backtest_pipeline.yml;.github/workflows/tdcc_history_backfill.yml;.github/workflows/tdcc_weekly.yml;.github/workflows/warrant_flow.yml,,tests/test_repo_production_inventory.py,docs/repo_production_inventory.md,,,repo-wide script and workflow ownership inventory gate,,high
scripts/validate_repo_semantic_integrity.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,tests/test_repo_semantic_integrity.py,docs/repo_production_inventory.md,,,"repo semantic integrity gate for import graph, data/date sources, lineage, model parity, orphan code, and semantic assertions",,high
scripts/validate_research_production_boundaries.py,python,repo_infrastructure,active,.github/workflows/research_backtest_pipeline.yml,,tests/test_daily_production_boundaries.py,,,,research versus production boundary gate,,high
scripts/validate_stock_theme_taxonomy.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,,,,,validator: validate_stock_theme_taxonomy,,high
scripts/validate_surge_precondition_model.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,research/backtest script: validate_surge_precondition_model,,medium
scripts/validate_tdcc_chatgpt_tracking_outputs.py,python,tdcc_weekly,active,.github/workflows/tdcc_history_backfill.yml;.github/workflows/tdcc_weekly.yml,,tests/test_tdcc_chatgpt_tracking_outputs.py,,,,TDCC ChatGPT tracking output validator,,medium
scripts/validate_tdcc_weekly_candidate_reports.py,python,tdcc_weekly,active,.github/workflows/tdcc_weekly.yml,,,docs/pdf_production_inventory.md,,,TDCC weekly/holder-flow script: validate_tdcc_weekly_candidate_reports,,medium
scripts/validate_tdcc_weekly_ranking_backtest.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,tests/test_tdcc_weekly_ranking_backtest.py,,,,research/backtest script: validate_tdcc_weekly_ranking_backtest,,medium
scripts/validate_volume_attack_theme_layer.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml,,,,,,validator: validate_volume_attack_theme_layer,,high
scripts/validate_volume_breakout_confirmed_operation_backtest.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,research/backtest script: validate_volume_breakout_confirmed_operation_backtest,,medium
scripts/validate_volume_breakout_operation_pdf_preview.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,research/backtest script: validate_volume_breakout_operation_pdf_preview,,medium
scripts/validate_volume_breakout_pattern_classification.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,research/backtest script: validate_volume_breakout_pattern_classification,,medium
scripts/validate_volume_breakout_tdcc_confluence_backtest.py,python,research_backtest,active,.github/workflows/research_backtest_pipeline.yml,,,,,,research/backtest script: validate_volume_breakout_tdcc_confluence_backtest,,medium
scripts/validate_volume_breakout_watch.py,python,repo_infrastructure,active,.github/workflows/daily_full_pipeline.yml;.github/workflows/research_backtest_pipeline.yml,,,,,,validator: validate_volume_breakout_watch,,high
scripts/volume_breakout_operation_utils.py,python,repo_infrastructure,active,,scripts/build_daily_volume_breakout_operation_section.py;scripts/build_volume_breakout_confirmed_operation_backtest.py,,docs/specs/volume_breakout_operation_scoring_work_objective_20260618.md,,,shared utility for daily volume breakout operation lifecycle and evidence attribution,,high
stock_daily_monitor.py,python,daily_production,active,.github/workflows/daily_full_pipeline.yml,build_revenue_breakout_low_response.py;scripts/validate_daily_candidate_regression_cases.py,tests/test_daily_price_history_continuity.py,,,,daily production script: stock_daily_monitor,,high
tdcc_holder_ratio_top10.py,python,tdcc_weekly,active,.github/workflows/tdcc_weekly.yml,tests/test_tdcc_holder_ratio_fallback.py,tests/test_tdcc_holder_ratio_fallback.py,,,,TDCC weekly/holder-flow script: tdcc_holder_ratio_top10,,medium
tdcc_signal_tracker.py,python,tdcc_weekly,active,.github/workflows/tdcc_weekly.yml,,,,,,TDCC weekly/holder-flow script: tdcc_signal_tracker,,medium
tdcc_trend_utils.py,python,tdcc_weekly,active,.github/workflows/test_tdcc_trend.yml,build_revenue_breakout_low_response.py,,,,,TDCC weekly/holder-flow script: tdcc_trend_utils,,medium
tests/conftest.py,test_python,repo_infrastructure,active,,,,,,,pytest shared fixture/configuration surface,,high
tests/test_all_candidates_date_capping.py,test_python,daily_production,active,,,,,,,daily production test: test_all_candidates_date_capping,,high
tests/test_approved_operation_patterns.py,test_python,research_backtest,active,,,,,,,research/backtest test: test_approved_operation_patterns,,medium
tests/test_catalyst_pages_sync.py,test_python,catalyst_event,active,,,,,,,catalyst/event test: test_catalyst_pages_sync,,medium
tests/test_chatgpt_daily_report_entrypoint.py,test_python,daily_production,active,,,,,,,daily production test: test_chatgpt_daily_report_entrypoint,,high
tests/test_chatgpt_daily_report_new_conversation_replay.py,test_python,daily_production,active,,,,,,,daily production test: test_chatgpt_daily_report_new_conversation_replay,,high
tests/test_chatgpt_side_pdf_contract.py,test_python,daily_production,active,,,,,,,daily production test: test_chatgpt_side_pdf_contract,,high
tests/test_chatgpt_side_pdf_independent_layouts.py,test_python,daily_production,active,,,,,,,daily production test: test_chatgpt_side_pdf_independent_layouts,,high
